time,open,high,low,close,volume
2017-04-21 07:00:00,36.45,36.45,32.36,34.41,4820970
2017-04-24 07:00:00,34.41,34.83,33.77,34.05,1757390
2017-04-25 07:00:00,33.84,34.05,31.7,31.77,2533550
2017-04-26 07:00:00,30.32,31.31,30.32,31.03,1743790
2017-04-27 07:00:00,31.03,32.29,31.03,32.29,825430
2017-04-28 07:00:00,32.44,33.07,32.44,32.82,781910
2017-05-03 07:00:00,32.82,32.93,32.36,32.89,521490
2017-05-04 07:00:00,32.89,33.42,32.86,33.42,2947740
2017-05-05 07:00:00,33.14,33.42,33.07,33.14,1274310
2017-05-08 07:00:00,33.07,33.42,32.79,33.42,1414880
2017-05-09 07:00:00,33.42,33.42,33.0,33.0,864620
2017-05-10 07:00:00,33.0,33.35,33.0,33.14,2706150
2017-05-11 07:00:00,33.14,34.97,33.14,34.19,3351200
2017-05-12 07:00:00,34.19,34.41,34.05,34.19,1272460
2017-05-15 07:00:00,33.95,34.62,33.77,34.26,2429190
2017-05-16 07:00:00,34.55,36.59,34.26,35.95,3627190
2017-05-17 07:00:00,35.88,36.59,35.53,35.88,1642560
2017-05-18 07:00:00,35.74,37.29,35.74,37.29,3077950
2017-05-19 07:00:00,37.85,39.89,37.5,39.89,4369030
2017-05-22 07:00:00,42.07,42.64,41.51,42.64,3062670
2017-05-23 07:00:00,42.92,45.38,42.64,42.64,2839240
2017-05-24 07:00:00,42.64,42.71,40.46,41.51,1789900
2017-05-25 07:00:00,41.51,42.29,41.23,41.51,684100
2017-05-26 07:00:00,40.95,41.44,40.53,40.88,1237030
2017-05-29 07:00:00,40.81,42.57,40.81,42.29,967250
2017-05-30 07:00:00,42.29,43.69,42.29,42.92,1067000
2017-05-31 07:00:00,43.27,43.41,42.5,43.06,714650
2017-06-01 07:00:00,43.06,43.48,43.06,43.06,522880
2017-06-02 07:00:00,42.71,43.06,42.0,42.0,1244790
2017-06-05 07:00:00,42.0,43.48,41.65,42.99,665100
2017-06-06 07:00:00,42.99,43.27,42.78,43.27,554760
2017-06-07 07:00:00,43.2,43.48,42.92,42.99,626820
2017-06-08 07:00:00,42.99,43.13,42.78,42.99,325680
2017-06-09 07:00:00,42.92,44.61,42.92,44.04,1104760
2017-06-12 07:00:00,44.04,45.38,43.83,44.33,830860
2017-06-13 07:00:00,44.47,44.82,44.11,44.33,422580
2017-06-14 07:00:00,44.19,44.33,43.55,44.33,848170
2017-06-15 07:00:00,43.97,44.54,43.69,44.19,546160
2017-06-16 07:00:00,43.9,44.33,43.83,43.9,369590
2017-06-19 07:00:00,43.83,44.89,43.83,44.89,797760
2017-06-20 07:00:00,45.03,46.01,44.96,46.01,1506260
2017-06-21 07:00:00,46.08,47.14,45.31,47.07,980190
2017-06-22 07:00:00,47.56,49.11,47.49,48.9,1121960
2017-06-23 07:00:00,49.04,50.66,48.97,50.24,1825360
2017-06-26 07:00:00,50.66,51.57,50.1,50.52,1137940
