time,open,high,low,close,volume
2016-12-06 07:00:00,47.47,47.47,47.47,47.47,3010
2016-12-07 07:00:00,50.78,50.78,50.78,50.78,30
2016-12-08 07:00:00,54.3,54.3,54.3,54.3,1000
2016-12-09 07:00:00,54.3,58.08,54.3,58.08,3010
2016-12-12 07:00:00,62.14,62.14,62.14,62.14,35690
2016-12-13 07:00:00,66.46,66.46,66.46,66.46,96830
2016-12-14 07:00:00,71.1,71.1,71.1,71.1,154380
2016-12-15 07:00:00,76.06,76.06,75.52,76.06,380050
2016-12-16 07:00:00,81.38,81.38,71.92,80.91,387520
2016-12-19 07:00:00,76.24,80.91,76.24,76.24,168190
2016-12-20 07:00:00,75.88,76.06,70.92,70.92,399710
2016-12-21 07:00:00,70.92,73.18,66.53,72.21,241750
2016-12-22 07:00:00,75.48,75.48,73.0,73.0,52460
2016-12-23 07:00:00,73.0,73.0,70.88,71.92,54810
2016-12-26 07:00:00,72.29,72.29,69.37,71.92,169870
2016-12-27 07:00:00,71.92,72.94,70.5,72.29,69880
2016-12-28 07:00:00,72.94,72.94,71.96,72.61,28530
2016-12-29 07:00:00,72.29,72.29,70.46,71.92,98560
2016-12-30 07:00:00,72.29,72.29,71.37,72.18,96740
2017-01-03 07:00:00,72.18,72.18,71.52,71.92,63170
2017-01-04 07:00:00,71.92,72.51,71.19,71.92,87490
2017-01-05 07:00:00,71.92,72.29,71.56,71.96,27170
2017-01-06 07:00:00,72.25,76.63,72.0,75.21,212390
2017-01-09 07:00:00,75.21,75.94,74.84,74.84,31390
2017-01-10 07:00:00,75.54,75.54,73.56,74.66,44540
2017-01-11 07:00:00,74.48,76.67,73.75,76.67,228480
2017-01-12 07:00:00,77.76,77.76,76.67,76.89,55290
2017-01-13 07:00:00,76.92,77.47,76.89,77.32,37670
2017-01-16 07:00:00,77.03,77.03,75.94,76.3,33890
2017-01-17 07:00:00,76.12,79.37,75.97,79.04,113760
2017-01-18 07:00:00,78.6,82.14,78.6,81.71,103480
2017-01-19 07:00:00,82.14,82.14,80.32,81.71,40040
2017-01-20 07:00:00,81.41,82.18,81.41,81.71,77940
2017-01-23 07:00:00,81.71,81.71,80.5,81.05,44360
2017-01-24 07:00:00,80.32,81.78,80.32,81.05,137100
2017-01-25 07:00:00,81.05,81.71,80.32,81.71,18800
2017-02-02 07:00:00,81.74,81.74,79.95,79.95,18560
2017-02-03 07:00:00,79.37,81.38,79.0,79.22,51700
2017-02-06 07:00:00,80.14,80.14,77.22,78.49,50070
2017-02-07 07:00:00,78.49,80.32,77.76,78.86,76580
2017-02-08 07:00:00,78.86,79.22,78.49,78.6,36350
2017-02-09 07:00:00,78.6,78.6,75.94,77.03,150070
2017-02-10 07:00:00,77.03,78.13,77.03,77.84,35880
2017-02-13 07:00:00,77.84,78.38,76.67,77.91,25240
2017-02-14 07:00:00,77.91,79.19,77.8,78.86,72220
2017-02-15 07:00:00,78.86,78.86,77.69,78.09,84300
2017-02-16 07:00:00,78.13,78.86,78.13,78.64,44230
2017-02-17 07:00:00,78.49,78.49,78.13,78.38,34430
2017-02-20 07:00:00,77.87,79.59,77.84,79.59,103930
2017-02-21 07:00:00,79.44,80.32,79.44,80.17,34930
2017-02-22 07:00:00,80.14,81.96,80.14,81.89,100360
2017-02-23 07:00:00,82.11,82.87,81.78,82.87,130020
2017-02-24 07:00:00,83.24,83.97,82.51,82.87,107840
2017-02-27 07:00:00,81.96,83.2,81.78,82.18,61270
2017-02-28 07:00:00,82.33,82.58,82.18,82.18,50720
2017-03-01 07:00:00,82.18,82.51,82.14,82.47,69440
2017-03-02 07:00:00,82.87,82.87,80.03,82.11,30250
2017-03-03 07:00:00,81.41,82.29,80.68,82.29,20670
2017-03-06 07:00:00,82.14,82.33,81.05,81.96,32990
2017-03-07 07:00:00,82.11,82.14,81.27,81.27,35720
2017-03-08 07:00:00,81.27,81.27,79.73,79.92,14120
2017-03-09 07:00:00,78.9,80.68,77.4,78.86,56450
2017-03-10 07:00:00,78.86,78.86,77.03,77.03,17550
2017-03-13 07:00:00,77.03,77.03,75.35,75.57,30560
2017-03-14 07:00:00,75.57,79.22,74.18,78.13,54260
2017-03-15 07:00:00,78.13,78.49,77.03,77.25,13250
2017-03-16 07:00:00,77.25,78.13,75.03,77.73,7450
2017-03-17 07:00:00,77.73,77.73,75.94,75.94,14250
2017-03-20 07:00:00,75.94,76.63,75.94,76.3,7670
2017-03-21 07:00:00,76.3,76.3,74.77,74.92,61100
2017-03-22 07:00:00,74.92,75.17,73.2,74.11,42630
2017-03-23 07:00:00,73.86,74.77,73.2,73.75,20840
2017-03-24 07:00:00,73.75,73.78,72.69,73.02,101770
2017-03-27 07:00:00,73.02,73.2,72.65,73.02,25830
2017-03-28 07:00:00,73.38,73.75,72.65,72.65,55080
2017-03-29 07:00:00,72.32,74.84,72.29,73.02,35850
2017-03-30 07:00:00,73.02,73.75,73.02,73.75,11700
2017-03-31 07:00:00,73.75,73.75,73.02,73.02,10830
2017-04-03 07:00:00,73.02,73.71,73.02,73.16,20480
2017-04-04 07:00:00,72.8,73.16,72.8,73.16,11070
2017-04-05 07:00:00,73.93,74.11,73.24,74.11,24480
2017-04-07 07:00:00,74.11,74.84,73.75,74.84,22080
2017-04-10 07:00:00,74.48,76.3,74.44,76.3,41220
2017-04-11 07:00:00,76.3,76.48,75.57,75.76,47920
2017-04-12 07:00:00,75.57,75.76,74.11,74.11,7830
2017-04-13 07:00:00,73.75,75.21,73.75,74.84,17760
2017-04-14 07:00:00,75.54,75.54,73.93,74.48,24610
2017-04-17 07:00:00,74.84,75.57,74.48,75.57,60990
2017-04-18 07:00:00,75.21,75.21,74.3,74.84,49600
2017-04-19 07:00:00,74.84,74.84,73.2,73.56,9950
2017-04-20 07:00:00,73.56,73.56,73.02,73.02,23910
2017-04-21 07:00:00,73.02,73.38,72.29,73.38,28730
2017-04-24 07:00:00,73.38,73.56,73.02,73.02,54940
2017-04-25 07:00:00,72.65,73.02,72.65,72.65,12720
2017-04-26 07:00:00,73.02,73.2,72.65,73.2,15380
2017-04-27 07:00:00,73.2,73.38,72.98,72.98,66200
2017-04-28 07:00:00,72.98,73.02,72.29,72.98,7590
2017-05-03 07:00:00,72.98,72.98,72.65,72.98,5880
2017-05-04 07:00:00,72.98,72.98,72.4,72.65,39290
2017-05-05 07:00:00,72.58,72.8,72.58,72.76,1140
2017-05-08 07:00:00,72.83,72.83,72.65,72.65,38090
2017-05-09 07:00:00,72.65,72.65,71.81,71.81,15040
2017-05-10 07:00:00,71.74,72.65,71.74,71.85,7830
2017-05-11 07:00:00,71.85,72.4,71.52,71.52,18710
2017-05-12 07:00:00,71.56,72.25,71.56,71.74,7380
2017-05-15 07:00:00,71.74,71.74,70.83,70.83,23710
2017-05-16 07:00:00,70.83,70.83,69.77,69.77,8650
2017-05-17 07:00:00,68.64,71.19,68.64,68.89,21820
2017-05-18 07:00:00,68.93,69.37,68.93,69.33,8860
2017-05-19 07:00:00,69.37,69.37,68.96,69.37,18730
2017-05-22 07:00:00,69.37,70.1,69.18,69.51,68360
2017-05-23 07:00:00,71.37,71.45,69.73,70.83,234300
2017-05-24 07:00:00,70.83,70.83,69.47,69.73,38050
2017-05-25 07:00:00,69.37,69.73,69.33,69.73,48990
2017-05-26 07:00:00,70.68,70.68,68.64,69.18,28150
2017-05-29 07:00:00,69.18,69.55,69.18,69.37,79770
2017-05-30 07:00:00,69.73,69.77,69.37,69.73,49970
2017-05-31 07:00:00,69.44,69.77,69.04,69.04,133970
2017-06-01 07:00:00,69.07,69.8,69.07,69.37,19790
2017-06-02 07:00:00,69.37,69.73,69.0,69.73,11640
2017-06-05 07:00:00,69.44,69.73,69.37,69.73,21070
2017-06-06 07:00:00,69.73,69.84,69.11,69.84,40210
