symbol,organ_name,com_type_code,icb_level,icb_code,icb_name
CCM,Công ty Cổ phần Khoáng sản và Xi măng Cần Thơ,CT,4,2353,Vật liệu xây dựng & Nội thất
CCP,Công ty Cổ phần Cảng Cửa Cấm Hải Phòng,CT,1,2000,Công nghiệp
CCP,Công ty Cổ phần Cảng Cửa Cấm Hải Phòng,CT,2,2700,Hàng & Dịch vụ Công nghiệp
CCP,Công ty Cổ phần Cảng Cửa Cấm Hải Phòng,CT,3,2770,Vận tải
CCP,Công ty Cổ phần Cảng Cửa Cấm Hải Phòng,CT,4,2777,"Kho bãi, hậu cần và bảo dưỡng"
CCR,Công ty Cổ phần Cảng Cam Ranh,CT,1,2000,Công nghiệp
CCR,Công ty Cổ phần Cảng Cam Ranh,CT,2,2700,Hàng & Dịch vụ Công nghiệp
CCR,Công ty Cổ phần Cảng Cam Ranh,CT,3,2770,Vận tải
CCR,Công ty Cổ phần Cảng Cam Ranh,CT,4,2777,"Kho bãi, hậu cần và bảo dưỡng"
CCS,Công ty Cổ phần Chíp Sáng,CT,1,8000,Tài chính
CCS,Công ty Cổ phần Chíp Sáng,CT,2,8600,Bất động sản
CCS,Công ty Cổ phần Chíp Sáng,CT,3,8630,Bất động sản
CCS,Công ty Cổ phần Chíp Sáng,CT,4,8633,Bất động sản
CCT,Công ty Cổ phần Cảng Cần Thơ,CT,1,2000,Công nghiệp
CCT,Công ty Cổ phần Cảng Cần Thơ,CT,2,2700,Hàng & Dịch vụ Công nghiệp
CCT,Công ty Cổ phần Cảng Cần Thơ,CT,3,2770,Vận tải
CCT,Công ty Cổ phần Cảng Cần Thơ,CT,4,2777,"Kho bãi, hậu cần và bảo dưỡng"
CCV,Công ty Cổ phần Tư vấn Xây dựng Công nghiệp và Đô thị Việt Nam,CT,1,2000,Công nghiệp
CCV,Công ty Cổ phần Tư vấn Xây dựng Công nghiệp và Đô thị Việt Nam,CT,2,2300,Xây dựng và Vật liệu
CCV,Công ty Cổ phần Tư vấn Xây dựng Công nghiệp và Đô thị Việt Nam,CT,3,2350,Xây dựng và Vật liệu
CCV,Công ty Cổ phần Tư vấn Xây dựng Công nghiệp và Đô thị Việt Nam,CT,4,2357,Xây dựng
CDC,Công ty Cổ phần Chương Dương,CT,1,2000,Công nghiệp
CDC,Công ty Cổ phần Chương Dương,CT,2,2300,Xây dựng và Vật liệu
CDC,Công ty Cổ phần Chương Dương,CT,3,2350,Xây dựng và Vật liệu
CDC,Công ty Cổ phần Chương Dương,CT,4,2357,Xây dựng
CDG,Công ty Cổ phần Cầu Đuống,CT,1,2000,Công nghiệp
CDG,Công ty Cổ phần Cầu Đuống,CT,2,2300,Xây dựng và Vật liệu
CDG,Công ty Cổ phần Cầu Đuống,CT,3,2350,Xây dựng và Vật liệu
CDG,Công ty Cổ phần Cầu Đuống,CT,4,2353,Vật liệu xây dựng & Nội thất
CDH,Công ty Cổ phần Công trình Công cộng và Dịch vụ Du lịch Hải Phòng,CT,1,2000,Công nghiệp
CDH,Công ty Cổ phần Công trình Công cộng và Dịch vụ Du lịch Hải Phòng,CT,2,2700,Hàng & Dịch vụ Công nghiệp
CDH,Công ty Cổ phần Công trình Công cộng và Dịch vụ Du lịch Hải Phòng,CT,3,2790,Tư vấn & Hỗ trợ Kinh doanh
CDH,Công ty Cổ phần Công trình Công cộng và Dịch vụ Du lịch Hải Phòng,CT,4,2799,Chất thải & Môi trường
CDN,Công ty Cổ phần Cảng Đà Nẵng,CT,1,2000,Công nghiệp
CDN,Công ty Cổ phần Cảng Đà Nẵng,CT,2,2700,Hàng & Dịch vụ Công nghiệp
CDN,Công ty Cổ phần Cảng Đà Nẵng,CT,3,2770,Vận tải
CDN,Công ty Cổ phần Cảng Đà Nẵng,CT,4,2777,"Kho bãi, hậu cần và bảo dưỡng"
CDO,Công ty Cổ phần Tư vấn Thiết kế và Phát triển Đô thị,CT,1,2000,Công nghiệp
CDO,Công ty Cổ phần Tư vấn Thiết kế và Phát triển Đô thị,CT,2,2300,Xây dựng và Vật liệu
CDO,Công ty Cổ phần Tư vấn Thiết kế và Phát triển Đô thị,CT,3,2350,Xây dựng và Vật liệu
CDO,Công ty Cổ phần Tư vấn Thiết kế và Phát triển Đô thị,CT,4,2357,Xây dựng
CDP,Công ty Cổ phần Dược phẩm Trung ương Codupha,CT,1,4000,Dược phẩm và Y tế
CDP,Công ty Cổ phần Dược phẩm Trung ương Codupha,CT,2,4500,Y tế
CDP,Công ty Cổ phần Dược phẩm Trung ương Codupha,CT,3,4570,Dược phẩm
CDP,Công ty Cổ phần Dược phẩm Trung ương Codupha,CT,4,4577,Dược phẩm
CDR,Công ty Cổ phần Xây dựng Cao su Đồng Nai,CT,1,2000,Công nghiệp
CDR,Công ty Cổ phần Xây dựng Cao su Đồng Nai,CT,2,2300,Xây dựng và Vật liệu
CDR,Công ty Cổ phần Xây dựng Cao su Đồng Nai,CT,3,2350,Xây dựng và Vật liệu
CDR,Công ty Cổ phần Xây dựng Cao su Đồng Nai,CT,4,2357,Xây dựng
CDV,Công ty Cổ phần Tư Vấn Đầu Tư Và Thiết Kế Xây Dựng Việt Nam,CT,1,2000,Công nghiệp
CDV,Công ty Cổ phần Tư Vấn Đầu Tư Và Thiết Kế Xây Dựng Việt Nam,CT,2,2300,Xây dựng và Vật liệu
CDV,Công ty Cổ phần Tư Vấn Đầu Tư Và Thiết Kế Xây Dựng Việt Nam,CT,3,2350,Xây dựng và Vật liệu
CDV,Công ty Cổ phần Tư Vấn Đầu Tư Và Thiết Kế Xây Dựng Việt Nam,CT,4,2357,Xây dựng
CE1,Công ty Cổ phần Xây dựng và Thiết bị Công nghiệp CIE1,CT,1,2000,Công nghiệp
CE1,Công ty Cổ phần Xây dựng và Thiết bị Công nghiệp CIE1,CT,2,2700,Hàng & Dịch vụ Công nghiệp
CE1,Công ty Cổ phần Xây dựng và Thiết bị Công nghiệp CIE1,CT,3,2750,Công nghiệp nặng
CE1,Công ty Cổ phần Xây dựng và Thiết bị Công nghiệp CIE1,CT,4,2757,Máy công nghiệp
CEE,Công ty Cổ phần Xây Dựng Hạ Tầng Cii,CT,1,2000,Công nghiệp
CEE,Công ty Cổ phần Xây Dựng Hạ Tầng Cii,CT,2,2300,Xây dựng và Vật liệu
CEE,Công ty Cổ phần Xây Dựng Hạ Tầng Cii,CT,3,2350,Xây dựng và Vật liệu
CEE,Công ty Cổ phần Xây Dựng Hạ Tầng Cii,CT,4,2357,Xây dựng
CEG,Công ty Cổ phần Tập đoàn Xây dựng và Thiết bị Công nghiệp,CT,1,2000,Công nghiệp
CEG,Công ty Cổ phần Tập đoàn Xây dựng và Thiết bị Công nghiệp,CT,2,2300,Xây dựng và Vật liệu
CEG,Công ty Cổ phần Tập đoàn Xây dựng và Thiết bị Công nghiệp,CT,3,2350,Xây dựng và Vật liệu
CEG,Công ty Cổ phần Tập đoàn Xây dựng và Thiết bị Công nghiệp,CT,4,2357,Xây dựng
CEN,Công ty Cổ phần CENCON Việt Nam,CT,1,5000,Dịch vụ Tiêu dùng
CEN,Công ty Cổ phần CENCON Việt Nam,CT,2,5300,Bán lẻ
CEN,Công ty Cổ phần CENCON Việt Nam,CT,3,5370,Bán lẻ
CEN,Công ty Cổ phần CENCON Việt Nam,CT,4,5373,Bán lẻ phức hợp
CEO,Công ty Cổ phần Tập đoàn C.E.O,CT,1,8000,Tài chính
CEO,Công ty Cổ phần Tập đoàn C.E.O,CT,2,8600,Bất động sản
CEO,Công ty Cổ phần Tập đoàn C.E.O,CT,3,8630,Bất động sản
CEO,Công ty Cổ phần Tập đoàn C.E.O,CT,4,8633,Bất động sản
CET,Công ty Cổ phần HTC Holding,CT,1,3000,Hàng Tiêu dùng
CET,Công ty Cổ phần HTC Holding,CT,2,3700,Hàng cá nhân & Gia dụng
CET,Công ty Cổ phần HTC Holding,CT,3,3760,Hàng cá nhân
CET,Công ty Cổ phần HTC Holding,CT,4,3767,Hàng cá nhân
CFM,Công ty Cổ phần Đầu tư CFM,CT,1,2000,Công nghiệp
CFM,Công ty Cổ phần Đầu tư CFM,CT,2,2700,Hàng & Dịch vụ Công nghiệp
CFM,Công ty Cổ phần Đầu tư CFM,CT,3,2790,Tư vấn & Hỗ trợ Kinh doanh
CFM,Công ty Cổ phần Đầu tư CFM,CT,4,2793,Đào tạo & Việc làm
CFV,Công ty Cổ phần Cà phê Thắng Lợi,CT,1,3000,Hàng Tiêu dùng
CFV,Công ty Cổ phần Cà phê Thắng Lợi,CT,2,3500,Thực phẩm và đồ uống
CFV,Công ty Cổ phần Cà phê Thắng Lợi,CT,3,3530,Bia và đồ uống
CFV,Công ty Cổ phần Cà phê Thắng Lợi,CT,4,3537,Đồ uống & giải khát
CGC,Công ty Cổ phần Thương mại và Dịch vụ Cần Giờ,CT,1,7000,Tiện ích Cộng đồng
CGC,Công ty Cổ phần Thương mại và Dịch vụ Cần Giờ,CT,2,7500,"Điện, nước & xăng dầu khí đốt"
CGC,Công ty Cổ phần Thương mại và Dịch vụ Cần Giờ,CT,3,7570,Nước & Khí đốt
CGC,Công ty Cổ phần Thương mại và Dịch vụ Cần Giờ,CT,4,7573,Phân phối xăng dầu & khí đốt
CGL,Công ty Cổ phần Thương Mại Gia Lai,CT,1,5000,Dịch vụ Tiêu dùng
CGL,Công ty Cổ phần Thương Mại Gia Lai,CT,2,5300,Bán lẻ
CGL,Công ty Cổ phần Thương Mại Gia Lai,CT,3,5370,Bán lẻ
CGL,Công ty Cổ phần Thương Mại Gia Lai,CT,4,5373,Bán lẻ phức hợp
CGV,Công ty Cổ phần Vinaceglass,CT,1,2000,Công nghiệp
CGV,Công ty Cổ phần Vinaceglass,CT,2,2300,Xây dựng và Vật liệu
CGV,Công ty Cổ phần Vinaceglass,CT,3,2350,Xây dựng và Vật liệu
CGV,Công ty Cổ phần Vinaceglass,CT,4,2353,Vật liệu xây dựng & Nội thất
CH5,Công ty Cổ phần Xây dựng số 5 Hà Nội,CT,1,2000,Công nghiệp
CH5,Công ty Cổ phần Xây dựng số 5 Hà Nội,CT,2,2300,Xây dựng và Vật liệu
CH5,Công ty Cổ phần Xây dựng số 5 Hà Nội,CT,3,2350,Xây dựng và Vật liệu
CH5,Công ty Cổ phần Xây dựng số 5 Hà Nội,CT,4,2357,Xây dựng
CHC,Công ty Cổ phần Cẩm Hà,CT,1,2000,Công nghiệp
CHC,Công ty Cổ phần Cẩm Hà,CT,2,2300,Xây dựng và Vật liệu
CHC,Công ty Cổ phần Cẩm Hà,CT,3,2350,Xây dựng và Vật liệu
CHC,Công ty Cổ phần Cẩm Hà,CT,4,2353,Vật liệu xây dựng & Nội thất
CHP,Công ty Cổ phần Thủy điện Miền Trung,CT,1,7000,Tiện ích Cộng đồng
CHP,Công ty Cổ phần Thủy điện Miền Trung,CT,2,7500,"Điện, nước & xăng dầu khí đốt"
CHP,Công ty Cổ phần Thủy điện Miền Trung,CT,3,7530,Sản xuất & Phân phối Điện
CHP,Công ty Cổ phần Thủy điện Miền Trung,CT,4,7535,Sản xuất & Phân phối Điện
CHS,Công ty Cổ phần Chiếu sáng Công cộng Thành phố Hồ Chí Minh,CT,1,7000,Tiện ích Cộng đồng
CHS,Công ty Cổ phần Chiếu sáng Công cộng Thành phố Hồ Chí Minh,CT,2,7500,"Điện, nước & xăng dầu khí đốt"
CHS,Công ty Cổ phần Chiếu sáng Công cộng Thành phố Hồ Chí Minh,CT,3,7570,Nước & Khí đốt
CHS,Công ty Cổ phần Chiếu sáng Công cộng Thành phố Hồ Chí Minh,CT,4,7575,Tiện ích khác
CI5,Công ty Cổ phần Đầu tư Xây dựng số 5,CT,1,2000,Công nghiệp
CI5,Công ty Cổ phần Đầu tư Xây dựng số 5,CT,2,2300,Xây dựng và Vật liệu
CI5,Công ty Cổ phần Đầu tư Xây dựng số 5,CT,3,2350,Xây dựng và Vật liệu
CI5,Công ty Cổ phần Đầu tư Xây dựng số 5,CT,4,2357,Xây dựng
CIA,Công ty Cổ Phần Dịch Vụ Sân Bay Quốc Tế Cam Ranh,CT,1,2000,Công nghiệp
CIA,Công ty Cổ Phần Dịch Vụ Sân Bay Quốc Tế Cam Ranh,CT,2,2700,Hàng & Dịch vụ Công nghiệp
CIA,Công ty Cổ Phần Dịch Vụ Sân Bay Quốc Tế Cam Ranh,CT,3,2770,Vận tải
CIA,Công ty Cổ Phần Dịch Vụ Sân Bay Quốc Tế Cam Ranh,CT,4,2777,"Kho bãi, hậu cần và bảo dưỡng"
CIC,Công ty Cổ phần Đầu tư và Xây dựng COTEC,CT,1,2000,Công nghiệp
CIC,Công ty Cổ phần Đầu tư và Xây dựng COTEC,CT,2,2300,Xây dựng và Vật liệu
CIC,Công ty Cổ phần Đầu tư và Xây dựng COTEC,CT,3,2350,Xây dựng và Vật liệu
CIC,Công ty Cổ phần Đầu tư và Xây dựng COTEC,CT,4,2357,Xây dựng
CID,Công ty Cổ phần Xây dựng và Phát triển Cơ sở Hạ tầng,CT,1,2000,Công nghiệp
CID,Công ty Cổ phần Xây dựng và Phát triển Cơ sở Hạ tầng,CT,2,2300,Xây dựng và Vật liệu
CID,Công ty Cổ phần Xây dựng và Phát triển Cơ sở Hạ tầng,CT,3,2350,Xây dựng và Vật liệu
CID,Công ty Cổ phần Xây dựng và Phát triển Cơ sở Hạ tầng,CT,4,2357,Xây dựng
CIE,Công ty Cổ phần Đầu tư và Xây dựng Công trình 128 - CIENCO 1,CT,1,2000,Công nghiệp
CIE,Công ty Cổ phần Đầu tư và Xây dựng Công trình 128 - CIENCO 1,CT,2,2300,Xây dựng và Vật liệu
CIE,Công ty Cổ phần Đầu tư và Xây dựng Công trình 128 - CIENCO 1,CT,3,2350,Xây dựng và Vật liệu
CIE,Công ty Cổ phần Đầu tư và Xây dựng Công trình 128 - CIENCO 1,CT,4,2357,Xây dựng
CIG,Công ty Cổ phần COMA 18,CT,1,2000,Công nghiệp
CIG,Công ty Cổ phần COMA 18,CT,2,2300,Xây dựng và Vật liệu
CIG,Công ty Cổ phần COMA 18,CT,3,2350,Xây dựng và Vật liệu
CIG,Công ty Cổ phần COMA 18,CT,4,2357,Xây dựng
CII,Công ty Cổ phần Đầu tư Hạ tầng Kỹ thuật Thành phố Hồ Chí Minh,CT,1,2000,Công nghiệp
CII,Công ty Cổ phần Đầu tư Hạ tầng Kỹ thuật Thành phố Hồ Chí Minh,CT,2,2300,Xây dựng và Vật liệu
CII,Công ty Cổ phần Đầu tư Hạ tầng Kỹ thuật Thành phố Hồ Chí Minh,CT,3,2350,Xây dựng và Vật liệu
CII,Công ty Cổ phần Đầu tư Hạ tầng Kỹ thuật Thành phố Hồ Chí Minh,CT,4,2357,Xây dựng
CIP,Công ty Cổ phần Xây lắp và Sản xuất Công nghiệp,CT,1,2000,Công nghiệp
CIP,Công ty Cổ phần Xây lắp và Sản xuất Công nghiệp,CT,2,2300,Xây dựng và Vật liệu
CIP,Công ty Cổ phần Xây lắp và Sản xuất Công nghiệp,CT,3,2350,Xây dựng và Vật liệu
CIP,Công ty Cổ phần Xây lắp và Sản xuất Công nghiệp,CT,4,2357,Xây dựng
CJC,Công ty Cổ phần Cơ điện Miền Trung,CT,1,2000,Công nghiệp
CJC,Công ty Cổ phần Cơ điện Miền Trung,CT,2,2700,Hàng & Dịch vụ Công nghiệp
CJC,Công ty Cổ phần Cơ điện Miền Trung,CT,3,2730,Điện tử & Thiết bị điện
CJC,Công ty Cổ phần Cơ điện Miền Trung,CT,4,2737,Thiết bị điện
CK8,Công ty Cổ phần Cơ khí 120,CT,1,8000,Tài chính
CK8,Công ty Cổ phần Cơ khí 120,CT,2,8600,Bất động sản
CK8,Công ty Cổ phần Cơ khí 120,CT,3,8630,Bất động sản
CK8,Công ty Cổ phần Cơ khí 120,CT,4,8633,Bất động sản
CKA,Công ty Cổ phần Cơ khí An Giang,CT,1,2000,Công nghiệp
CKA,Công ty Cổ phần Cơ khí An Giang,CT,2,2700,Hàng & Dịch vụ Công nghiệp
CKA,Công ty Cổ phần Cơ khí An Giang,CT,3,2750,Công nghiệp nặng
CKA,Công ty Cổ phần Cơ khí An Giang,CT,4,2757,Máy công nghiệp
CKD,Công ty Cổ phần Cơ khí Đông Anh Licogi,CT,1,2000,Công nghiệp
CKD,Công ty Cổ phần Cơ khí Đông Anh Licogi,CT,2,2700,Hàng & Dịch vụ Công nghiệp
CKD,Công ty Cổ phần Cơ khí Đông Anh Licogi,CT,3,2750,Công nghiệp nặng
CKD,Công ty Cổ phần Cơ khí Đông Anh Licogi,CT,4,2757,Máy công nghiệp
CKG,Công ty Cổ phần Tập đoàn CIC,CT,1,8000,Tài chính
CKG,Công ty Cổ phần Tập đoàn CIC,CT,2,8600,Bất động sản
CKG,Công ty Cổ phần Tập đoàn CIC,CT,3,8630,Bất động sản
CKG,Công ty Cổ phần Tập đoàn CIC,CT,4,8633,Bất động sản
CKM,Công ty Cổ phần Cơ khí Mỏ Việt Bắc,CT,1,2000,Công nghiệp
CKM,Công ty Cổ phần Cơ khí Mỏ Việt Bắc,CT,2,2700,Hàng & Dịch vụ Công nghiệp
CKM,Công ty Cổ phần Cơ khí Mỏ Việt Bắc,CT,3,2750,Công nghiệp nặng
CKM,Công ty Cổ phần Cơ khí Mỏ Việt Bắc,CT,4,2757,Máy công nghiệp
CKV,Công ty Cổ phần CokyVina,CT,1,9000,Công nghệ Thông tin
CKV,Công ty Cổ phần CokyVina,CT,2,9500,Công nghệ Thông tin
CKV,Công ty Cổ phần CokyVina,CT,3,9570,Thiết bị và Phần cứng
CKV,Công ty Cổ phần CokyVina,CT,4,9578,Thiết bị viễn thông
CLC,Công ty Cổ phần Cát Lợi,CT,1,3000,Hàng Tiêu dùng
CLC,Công ty Cổ phần Cát Lợi,CT,2,3700,Hàng cá nhân & Gia dụng
CLC,Công ty Cổ phần Cát Lợi,CT,3,3780,Thuốc lá
CLC,Công ty Cổ phần Cát Lợi,CT,4,3785,Thuốc lá
CLG,Công ty Cổ phần Đầu tư và Phát triển Nhà đất Cotec,CT,1,8000,Tài chính
CLG,Công ty Cổ phần Đầu tư và Phát triển Nhà đất Cotec,CT,2,8600,Bất động sản
CLG,Công ty Cổ phần Đầu tư và Phát triển Nhà đất Cotec,CT,3,8630,Bất động sản
CLG,Công ty Cổ phần Đầu tư và Phát triển Nhà đất Cotec,CT,4,8633,Bất động sản
CLH,Công ty Cổ phần Xi măng La Hiên VVMI,CT,1,2000,Công nghiệp
CLH,Công ty Cổ phần Xi măng La Hiên VVMI,CT,2,2300,Xây dựng và Vật liệu
CLH,Công ty Cổ phần Xi măng La Hiên VVMI,CT,3,2350,Xây dựng và Vật liệu
CLH,Công ty Cổ phần Xi măng La Hiên VVMI,CT,4,2353,Vật liệu xây dựng & Nội thất
CLI,Công ty Cổ phần Tập đoàn CNCTech,CT,1,1000,Nguyên vật liệu
CLI,Công ty Cổ phần Tập đoàn CNCTech,CT,2,1700,Tài nguyên Cơ bản
CLI,Công ty Cổ phần Tập đoàn CNCTech,CT,3,1750,Kim loại
CLI,Công ty Cổ phần Tập đoàn CNCTech,CT,4,1755,Kim Loại màu
CLL,Công ty Cổ phần Cảng Cát Lái,CT,1,2000,Công nghiệp
CLL,Công ty Cổ phần Cảng Cát Lái,CT,2,2700,Hàng & Dịch vụ Công nghiệp
CLL,Công ty Cổ phần Cảng Cát Lái,CT,3,2770,Vận tải
CLL,Công ty Cổ phần Cảng Cát Lái,CT,4,2777,"Kho bãi, hậu cần và bảo dưỡng"
CLM,Công ty Cổ phần Xuất nhập khẩu Than - Vinacomin,CT,1,1000,Nguyên vật liệu
CLM,Công ty Cổ phần Xuất nhập khẩu Than - Vinacomin,CT,2,1700,Tài nguyên Cơ bản
CLM,Công ty Cổ phần Xuất nhập khẩu Than - Vinacomin,CT,3,1770,Khai khoáng
CLM,Công ty Cổ phần Xuất nhập khẩu Than - Vinacomin,CT,4,1771,Khai thác Than
CLW,Công ty Cổ phần Cấp nước Chợ Lớn,CT,1,7000,Tiện ích Cộng đồng
CLW,Công ty Cổ phần Cấp nước Chợ Lớn,CT,2,7500,"Điện, nước & xăng dầu khí đốt"
CLW,Công ty Cổ phần Cấp nước Chợ Lớn,CT,3,7570,Nước & Khí đốt
CLW,Công ty Cổ phần Cấp nước Chợ Lớn,CT,4,7577,Nước
CLX,Công ty Cổ phần Xuất nhập khẩu và Đầu tư Chợ Lớn (CHOLIMEX),CT,1,3000,Hàng Tiêu dùng
CLX,Công ty Cổ phần Xuất nhập khẩu và Đầu tư Chợ Lớn (CHOLIMEX),CT,2,3500,Thực phẩm và đồ uống
CLX,Công ty Cổ phần Xuất nhập khẩu và Đầu tư Chợ Lớn (CHOLIMEX),CT,3,3570,Sản xuất thực phẩm
CLX,Công ty Cổ phần Xuất nhập khẩu và Đầu tư Chợ Lớn (CHOLIMEX),CT,4,3577,Thực phẩm
CMC,Công ty Cổ phần Đầu tư CMC,CT,1,2000,Công nghiệp
CMC,Công ty Cổ phần Đầu tư CMC,CT,2,2700,Hàng & Dịch vụ Công nghiệp
CMC,Công ty Cổ phần Đầu tư CMC,CT,3,2750,Công nghiệp nặng
CMC,Công ty Cổ phần Đầu tư CMC,CT,4,2757,Máy công nghiệp
CMD,Công ty Cổ phần Vật liệu xây dựng và Trang trí nội thất TP. Hồ Chí Minh,CT,1,2000,Công nghiệp
CMD,Công ty Cổ phần Vật liệu xây dựng và Trang trí nội thất TP. Hồ Chí Minh,CT,2,2300,Xây dựng và Vật liệu
CMD,Công ty Cổ phần Vật liệu xây dựng và Trang trí nội thất TP. Hồ Chí Minh,CT,3,2350,Xây dựng và Vật liệu
CMD,Công ty Cổ phần Vật liệu xây dựng và Trang trí nội thất TP. Hồ Chí Minh,CT,4,2353,Vật liệu xây dựng & Nội thất
CMF,Công ty Cổ phần Thực phẩm Cholimex,CT,1,3000,Hàng Tiêu dùng
CMF,Công ty Cổ phần Thực phẩm Cholimex,CT,2,3500,Thực phẩm và đồ uống
CMF,Công ty Cổ phần Thực phẩm Cholimex,CT,3,3570,Sản xuất thực phẩm
CMF,Công ty Cổ phần Thực phẩm Cholimex,CT,4,3577,Thực phẩm
CMG,Công ty Cổ phần Tập đoàn Công nghệ CMC,CT,1,9000,Công nghệ Thông tin
CMG,Công ty Cổ phần Tập đoàn Công nghệ CMC,CT,2,9500,Công nghệ Thông tin
CMG,Công ty Cổ phần Tập đoàn Công nghệ CMC,CT,3,9530,Phần mềm & Dịch vụ Máy tính
CMG,Công ty Cổ phần Tập đoàn Công nghệ CMC,CT,4,9533,Dịch vụ Máy tính
CMI,Công ty Cổ phần CMISTONE Việt Nam,CT,1,2000,Công nghiệp
CMI,Công ty Cổ phần CMISTONE Việt Nam,CT,2,2300,Xây dựng và Vật liệu
CMI,Công ty Cổ phần CMISTONE Việt Nam,CT,3,2350,Xây dựng và Vật liệu
CMI,Công ty Cổ phần CMISTONE Việt Nam,CT,4,2353,Vật liệu xây dựng & Nội thất
CMK,Công ty Cổ phần Cơ khí Mạo Khê - Vinacomin,CT,1,2000,Công nghiệp
CMK,Công ty Cổ phần Cơ khí Mạo Khê - Vinacomin,CT,2,2700,Hàng & Dịch vụ Công nghiệp
CMK,Công ty Cổ phần Cơ khí Mạo Khê - Vinacomin,CT,3,2750,Công nghiệp nặng
CMK,Công ty Cổ phần Cơ khí Mạo Khê - Vinacomin,CT,4,2757,Máy công nghiệp
CMM,Công ty Cổ phần Camimex,CT,1,3000,Hàng Tiêu dùng
CMM,Công ty Cổ phần Camimex,CT,2,3500,Thực phẩm và đồ uống
CMM,Công ty Cổ phần Camimex,CT,3,3570,Sản xuất thực phẩm
CMM,Công ty Cổ phần Camimex,CT,4,3577,Thực phẩm
CMN,Công ty Cổ phần Lương thực Thực phẩm Colusa - Miliket,CT,1,3000,Hàng Tiêu dùng
CMN,Công ty Cổ phần Lương thực Thực phẩm Colusa - Miliket,CT,2,3500,Thực phẩm và đồ uống
CMN,Công ty Cổ phần Lương thực Thực phẩm Colusa - Miliket,CT,3,3570,Sản xuất thực phẩm
CMN,Công ty Cổ phần Lương thực Thực phẩm Colusa - Miliket,CT,4,3577,Thực phẩm
CMP,Công ty Cổ phần Cảng Chân Mây,CT,1,2000,Công nghiệp
CMP,Công ty Cổ phần Cảng Chân Mây,CT,2,2700,Hàng & Dịch vụ Công nghiệp
CMP,Công ty Cổ phần Cảng Chân Mây,CT,3,2770,Vận tải
CMP,Công ty Cổ phần Cảng Chân Mây,CT,4,2777,"Kho bãi, hậu cần và bảo dưỡng"
CMS,Công ty Cổ phần Tập đoàn CMH Việt Nam,CT,1,2000,Công nghiệp
CMS,Công ty Cổ phần Tập đoàn CMH Việt Nam,CT,2,2300,Xây dựng và Vật liệu
CMS,Công ty Cổ phần Tập đoàn CMH Việt Nam,CT,3,2350,Xây dựng và Vật liệu
CMS,Công ty Cổ phần Tập đoàn CMH Việt Nam,CT,4,2357,Xây dựng
CMT,Công ty Cổ phần Công nghệ mạng và Truyền thông,CT,1,9000,Công nghệ Thông tin
CMT,Công ty Cổ phần Công nghệ mạng và Truyền thông,CT,2,9500,Công nghệ Thông tin
CMT,Công ty Cổ phần Công nghệ mạng và Truyền thông,CT,3,9530,Phần mềm & Dịch vụ Máy tính
CMT,Công ty Cổ phần Công nghệ mạng và Truyền thông,CT,4,9537,Phần mềm
CMV,Công ty Cổ phần Thương nghiệp Cà Mau,CT,1,5000,Dịch vụ Tiêu dùng
CMV,Công ty Cổ phần Thương nghiệp Cà Mau,CT,2,5300,Bán lẻ
CMV,Công ty Cổ phần Thương nghiệp Cà Mau,CT,3,5370,Bán lẻ
CMV,Công ty Cổ phần Thương nghiệp Cà Mau,CT,4,5373,Bán lẻ phức hợp
CMW,Công ty Cổ phần Cấp nước Cà Mau,CT,1,7000,Tiện ích Cộng đồng
CMW,Công ty Cổ phần Cấp nước Cà Mau,CT,2,7500,"Điện, nước & xăng dầu khí đốt"
CMW,Công ty Cổ phần Cấp nước Cà Mau,CT,3,7570,Nước & Khí đốt
CMW,Công ty Cổ phần Cấp nước Cà Mau,CT,4,7577,Nước
CMX,Công ty Cổ phần CAMIMEX Group,CT,1,3000,Hàng Tiêu dùng
CMX,Công ty Cổ phần CAMIMEX Group,CT,2,3500,Thực phẩm và đồ uống
CMX,Công ty Cổ phần CAMIMEX Group,CT,3,3570,Sản xuất thực phẩm
CMX,Công ty Cổ phần CAMIMEX Group,CT,4,3573,Nuôi trồng nông & hải sản
CNA,Công ty Cổ phần Tổng công ty Chè Nghệ An,CT,1,3000,Hàng Tiêu dùng
CNA,Công ty Cổ phần Tổng công ty Chè Nghệ An,CT,2,3500,Thực phẩm và đồ uống
CNA,Công ty Cổ phần Tổng công ty Chè Nghệ An,CT,3,3570,Sản xuất thực phẩm
CNA,Công ty Cổ phần Tổng công ty Chè Nghệ An,CT,4,3573,Nuôi trồng nông & hải sản
CNC,Công ty Cổ phần Công nghệ cao Traphaco,CT,1,4000,Dược phẩm và Y tế
CNC,Công ty Cổ phần Công nghệ cao Traphaco,CT,2,4500,Y tế
CNC,Công ty Cổ phần Công nghệ cao Traphaco,CT,3,4570,Dược phẩm
CNC,Công ty Cổ phần Công nghệ cao Traphaco,CT,4,4577,Dược phẩm
CNG,Công ty Cổ phần CNG Việt Nam,CT,1,7000,Tiện ích Cộng đồng
CNG,Công ty Cổ phần CNG Việt Nam,CT,2,7500,"Điện, nước & xăng dầu khí đốt"
CNG,Công ty Cổ phần CNG Việt Nam,CT,3,7570,Nước & Khí đốt
CNG,Công ty Cổ phần CNG Việt Nam,CT,4,7573,Phân phối xăng dầu & khí đốt
CNN,"Công ty Cổ phần Tư vấn Công nghệ, Thiết bị và Kiểm định Xây dựng - CONINCO",CT,1,2000,Công nghiệp
