symbol,organ_name,com_type_code,icb_level,icb_code,icb_name
NAW,Công ty Cổ phần Cấp nước Nghệ An,CT,3,7570,Nước & Khí đốt
NAW,Công ty Cổ phần Cấp nước Nghệ An,CT,4,7577,Nước
NBB,Công ty Cổ phần Đầu tư Năm Bảy Bảy,CT,1,8000,Tài chính
NBB,Công ty Cổ phần Đầu tư Năm Bảy Bảy,CT,2,8600,Bất động sản
NBB,Công ty Cổ phần Đầu tư Năm Bảy Bảy,CT,3,8630,Bất động sản
NBB,Công ty Cổ phần Đầu tư Năm Bảy Bảy,CT,4,8633,Bất động sản
NBC,Công ty Cổ phần Than Núi Béo - Vinacomin,CT,1,1000,Nguyên vật liệu
NBC,Công ty Cổ phần Than Núi Béo - Vinacomin,CT,2,1700,Tài nguyên Cơ bản
NBC,Công ty Cổ phần Than Núi Béo - Vinacomin,CT,3,1770,Khai khoáng
NBC,Công ty Cổ phần Than Núi Béo - Vinacomin,CT,4,1771,Khai thác Than
NBE,Công ty Cổ phần Sách và Thiết bị Giáo dục Miền Bắc,CT,1,5000,Dịch vụ Tiêu dùng
NBE,Công ty Cổ phần Sách và Thiết bị Giáo dục Miền Bắc,CT,2,5500,Truyền thông
NBE,Công ty Cổ phần Sách và Thiết bị Giáo dục Miền Bắc,CT,3,5550,Truyền thông
NBE,Công ty Cổ phần Sách và Thiết bị Giáo dục Miền Bắc,CT,4,5557,"Sách, ấn bản & sản phẩm văn hóa"
NBP,Công ty Cổ phần Nhiệt Điện Ninh Bình,CT,1,7000,Tiện ích Cộng đồng
NBP,Công ty Cổ phần Nhiệt Điện Ninh Bình,CT,2,7500,"Điện, nước & xăng dầu khí đốt"
NBP,Công ty Cổ phần Nhiệt Điện Ninh Bình,CT,3,7530,Sản xuất & Phân phối Điện
NBP,Công ty Cổ phần Nhiệt Điện Ninh Bình,CT,4,7535,Sản xuất & Phân phối Điện
NBT,Công ty Cổ phần Cấp thoát nước Bến Tre,CT,1,7000,Tiện ích Cộng đồng
NBT,Công ty Cổ phần Cấp thoát nước Bến Tre,CT,2,7500,"Điện, nước & xăng dầu khí đốt"
NBT,Công ty Cổ phần Cấp thoát nước Bến Tre,CT,3,7570,Nước & Khí đốt
NBT,Công ty Cổ phần Cấp thoát nước Bến Tre,CT,4,7577,Nước
NBW,Công ty Cổ phần Cấp nước Nhà Bè,CT,1,7000,Tiện ích Cộng đồng
NBW,Công ty Cổ phần Cấp nước Nhà Bè,CT,2,7500,"Điện, nước & xăng dầu khí đốt"
NBW,Công ty Cổ phần Cấp nước Nhà Bè,CT,3,7570,Nước & Khí đốt
NBW,Công ty Cổ phần Cấp nước Nhà Bè,CT,4,7577,Nước
NCG,Công ty Cổ phần Đầu tư Anova Agri,CT,1,3000,Hàng Tiêu dùng
NCG,Công ty Cổ phần Đầu tư Anova Agri,CT,2,3500,Thực phẩm và đồ uống
NCG,Công ty Cổ phần Đầu tư Anova Agri,CT,3,3570,Sản xuất thực phẩm
NCG,Công ty Cổ phần Đầu tư Anova Agri,CT,4,3573,Nuôi trồng nông & hải sản
NCS,Công ty Cổ phần Suất ăn Hàng không Nội Bài,CT,1,3000,Hàng Tiêu dùng
NCS,Công ty Cổ phần Suất ăn Hàng không Nội Bài,CT,2,3500,Thực phẩm và đồ uống
NCS,Công ty Cổ phần Suất ăn Hàng không Nội Bài,CT,3,3570,Sản xuất thực phẩm
NCS,Công ty Cổ phần Suất ăn Hàng không Nội Bài,CT,4,3577,Thực phẩm
NCT,Công ty Cổ phần Dịch vụ Hàng hóa Nội Bài,CT,1,2000,Công nghiệp
NCT,Công ty Cổ phần Dịch vụ Hàng hóa Nội Bài,CT,2,2700,Hàng & Dịch vụ Công nghiệp
NCT,Công ty Cổ phần Dịch vụ Hàng hóa Nội Bài,CT,3,2770,Vận tải
NCT,Công ty Cổ phần Dịch vụ Hàng hóa Nội Bài,CT,4,2777,"Kho bãi, hậu cần và bảo dưỡng"
ND2,Công ty Cổ phần Đầu tư và Phát triển điện Miền Bắc 2,CT,1,7000,Tiện ích Cộng đồng
ND2,Công ty Cổ phần Đầu tư và Phát triển điện Miền Bắc 2,CT,2,7500,"Điện, nước & xăng dầu khí đốt"
ND2,Công ty Cổ phần Đầu tư và Phát triển điện Miền Bắc 2,CT,3,7530,Sản xuất & Phân phối Điện
ND2,Công ty Cổ phần Đầu tư và Phát triển điện Miền Bắc 2,CT,4,7535,Sản xuất & Phân phối Điện
NDC,Công ty Cổ phần Nam Dược,CT,1,4000,Dược phẩm và Y tế
NDC,Công ty Cổ phần Nam Dược,CT,2,4500,Y tế
NDC,Công ty Cổ phần Nam Dược,CT,3,4570,Dược phẩm
NDC,Công ty Cổ phần Nam Dược,CT,4,4577,Dược phẩm
NDF,Công ty Cổ phần Chế biến thực phẩm nông sản xuất khẩu Nam Định,CT,1,3000,Hàng Tiêu dùng
NDF,Công ty Cổ phần Chế biến thực phẩm nông sản xuất khẩu Nam Định,CT,2,3500,Thực phẩm và đồ uống
NDF,Công ty Cổ phần Chế biến thực phẩm nông sản xuất khẩu Nam Định,CT,3,3570,Sản xuất thực phẩm
NDF,Công ty Cổ phần Chế biến thực phẩm nông sản xuất khẩu Nam Định,CT,4,3577,Thực phẩm
NDN,Công ty Cổ phần Đầu tư Phát triển Nhà Đà Nẵng,CT,1,8000,Tài chính
NDN,Công ty Cổ phần Đầu tư Phát triển Nhà Đà Nẵng,CT,2,8600,Bất động sản
NDN,Công ty Cổ phần Đầu tư Phát triển Nhà Đà Nẵng,CT,3,8630,Bất động sản
NDN,Công ty Cổ phần Đầu tư Phát triển Nhà Đà Nẵng,CT,4,8633,Bất động sản
NDP,Công ty Cổ phần Dược phẩm 2/9,CT,1,4000,Dược phẩm và Y tế
NDP,Công ty Cổ phần Dược phẩm 2/9,CT,2,4500,Y tế
NDP,Công ty Cổ phần Dược phẩm 2/9,CT,3,4570,Dược phẩm
NDP,Công ty Cổ phần Dược phẩm 2/9,CT,4,4577,Dược phẩm
NDT,Tổng Công ty Cổ phần Dệt may Nam Định,CT,1,3000,Hàng Tiêu dùng
NDT,Tổng Công ty Cổ phần Dệt may Nam Định,CT,2,3700,Hàng cá nhân & Gia dụng
NDT,Tổng Công ty Cổ phần Dệt may Nam Định,CT,3,3760,Hàng cá nhân
NDT,Tổng Công ty Cổ phần Dệt may Nam Định,CT,4,3763,Hàng May mặc
NDW,Công ty Cổ phần Cấp nước Nam Định,CT,1,7000,Tiện ích Cộng đồng
NDW,Công ty Cổ phần Cấp nước Nam Định,CT,2,7500,"Điện, nước & xăng dầu khí đốt"
NDW,Công ty Cổ phần Cấp nước Nam Định,CT,3,7570,Nước & Khí đốt
NDW,Công ty Cổ phần Cấp nước Nam Định,CT,4,7577,Nước
NDX,Công ty Cổ phần Xây lắp Phát triển Nhà Đà Nẵng,CT,1,2000,Công nghiệp
NDX,Công ty Cổ phần Xây lắp Phát triển Nhà Đà Nẵng,CT,2,2300,Xây dựng và Vật liệu
NDX,Công ty Cổ phần Xây lắp Phát triển Nhà Đà Nẵng,CT,3,2350,Xây dựng và Vật liệu
NDX,Công ty Cổ phần Xây lắp Phát triển Nhà Đà Nẵng,CT,4,2357,Xây dựng
NED,Công ty Cổ phần Đầu tư và Phát triển Điện Tây Bắc,CT,1,2000,Công nghiệp
NED,Công ty Cổ phần Đầu tư và Phát triển Điện Tây Bắc,CT,2,2300,Xây dựng và Vật liệu
NED,Công ty Cổ phần Đầu tư và Phát triển Điện Tây Bắc,CT,3,2350,Xây dựng và Vật liệu
NED,Công ty Cổ phần Đầu tư và Phát triển Điện Tây Bắc,CT,4,2357,Xây dựng
NEM,Công ty Cổ phần Thiết bị Điện Miền Bắc,CT,1,2000,Công nghiệp
NEM,Công ty Cổ phần Thiết bị Điện Miền Bắc,CT,2,2700,Hàng & Dịch vụ Công nghiệp
NEM,Công ty Cổ phần Thiết bị Điện Miền Bắc,CT,3,2730,Điện tử & Thiết bị điện
NEM,Công ty Cổ phần Thiết bị Điện Miền Bắc,CT,4,2737,Thiết bị điện
NET,Công ty Cổ phần Bột giặt Net,CT,1,3000,Hàng Tiêu dùng
NET,Công ty Cổ phần Bột giặt Net,CT,2,3700,Hàng cá nhân & Gia dụng
NET,Công ty Cổ phần Bột giặt Net,CT,3,3760,Hàng cá nhân
NET,Công ty Cổ phần Bột giặt Net,CT,4,3767,Hàng cá nhân
NFC,Công ty Cổ phần Phân lân Ninh Bình,CT,1,1000,Nguyên vật liệu
NFC,Công ty Cổ phần Phân lân Ninh Bình,CT,2,1300,Hóa chất
NFC,Công ty Cổ phần Phân lân Ninh Bình,CT,3,1350,Hóa chất
NFC,Công ty Cổ phần Phân lân Ninh Bình,CT,4,1357,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác"
NGC,Công ty Cổ phần Chế biến Thủy sản Xuất khẩu Ngô Quyền,CT,1,3000,Hàng Tiêu dùng
NGC,Công ty Cổ phần Chế biến Thủy sản Xuất khẩu Ngô Quyền,CT,2,3500,Thực phẩm và đồ uống
NGC,Công ty Cổ phần Chế biến Thủy sản Xuất khẩu Ngô Quyền,CT,3,3570,Sản xuất thực phẩm
NGC,Công ty Cổ phần Chế biến Thủy sản Xuất khẩu Ngô Quyền,CT,4,3573,Nuôi trồng nông & hải sản
NHA,Tổng Công ty Đầu tư Phát triển Nhà và Đô thị Nam Hà Nội,CT,1,2000,Công nghiệp
NHA,Tổng Công ty Đầu tư Phát triển Nhà và Đô thị Nam Hà Nội,CT,2,2300,Xây dựng và Vật liệu
NHA,Tổng Công ty Đầu tư Phát triển Nhà và Đô thị Nam Hà Nội,CT,3,2350,Xây dựng và Vật liệu
NHA,Tổng Công ty Đầu tư Phát triển Nhà và Đô thị Nam Hà Nội,CT,4,2357,Xây dựng
NHC,Công ty Cổ phần Gạch ngói Nhị Hiệp,CT,1,2000,Công nghiệp
NHC,Công ty Cổ phần Gạch ngói Nhị Hiệp,CT,2,2300,Xây dựng và Vật liệu
NHC,Công ty Cổ phần Gạch ngói Nhị Hiệp,CT,3,2350,Xây dựng và Vật liệu
NHC,Công ty Cổ phần Gạch ngói Nhị Hiệp,CT,4,2353,Vật liệu xây dựng & Nội thất
NHD,Công ty Cổ phần Dược phẩm Nam Hà,CT,1,4000,Dược phẩm và Y tế
NHD,Công ty Cổ phần Dược phẩm Nam Hà,CT,2,4500,Y tế
NHD,Công ty Cổ phần Dược phẩm Nam Hà,CT,3,4570,Dược phẩm
NHD,Công ty Cổ phần Dược phẩm Nam Hà,CT,4,4577,Dược phẩm
NHH,Công ty Cổ phần Nhựa Hà Nội,CT,1,1000,Nguyên vật liệu
NHH,Công ty Cổ phần Nhựa Hà Nội,CT,2,1300,Hóa chất
NHH,Công ty Cổ phần Nhựa Hà Nội,CT,3,1350,Hóa chất
NHH,Công ty Cổ phần Nhựa Hà Nội,CT,4,1353,"Nhựa, cao su & sợi"
NHP,Công ty Cổ phần Sản xuất Xuất nhập khẩu NHP,CT,1,2000,Công nghiệp
NHP,Công ty Cổ phần Sản xuất Xuất nhập khẩu NHP,CT,2,2700,Hàng & Dịch vụ Công nghiệp
NHP,Công ty Cổ phần Sản xuất Xuất nhập khẩu NHP,CT,3,2720,Hàng công nghiệp
NHP,Công ty Cổ phần Sản xuất Xuất nhập khẩu NHP,CT,4,2723,Containers & Đóng gói
NHT,Công ty Cổ phần Sản xuất và Thương mại Nam Hoa,CT,1,3000,Hàng Tiêu dùng
NHT,Công ty Cổ phần Sản xuất và Thương mại Nam Hoa,CT,2,3700,Hàng cá nhân & Gia dụng
NHT,Công ty Cổ phần Sản xuất và Thương mại Nam Hoa,CT,3,3740,Hàng hóa giải trí
NHT,Công ty Cổ phần Sản xuất và Thương mại Nam Hoa,CT,4,3747,Đồ chơi
NHV,Công ty Cổ phần Sức khỏe Hồi sinh Việt Nam,CT,1,1000,Nguyên vật liệu
NHV,Công ty Cổ phần Sức khỏe Hồi sinh Việt Nam,CT,2,1700,Tài nguyên Cơ bản
NHV,Công ty Cổ phần Sức khỏe Hồi sinh Việt Nam,CT,3,1750,Kim loại
NHV,Công ty Cổ phần Sức khỏe Hồi sinh Việt Nam,CT,4,1755,Kim Loại màu
NJC,Công ty Cổ phần May Nam Định,CT,1,3000,Hàng Tiêu dùng
NJC,Công ty Cổ phần May Nam Định,CT,2,3700,Hàng cá nhân & Gia dụng
NJC,Công ty Cổ phần May Nam Định,CT,3,3760,Hàng cá nhân
NJC,Công ty Cổ phần May Nam Định,CT,4,3763,Hàng May mặc
NKG,Công ty Cổ phần Thép Nam Kim,CT,1,1000,Nguyên vật liệu
NKG,Công ty Cổ phần Thép Nam Kim,CT,2,1700,Tài nguyên Cơ bản
NKG,Công ty Cổ phần Thép Nam Kim,CT,3,1750,Kim loại
NKG,Công ty Cổ phần Thép Nam Kim,CT,4,1757,Thép và sản phẩm thép
NLG,Công ty Cổ phần Đầu tư Nam Long,CT,1,8000,Tài chính
NLG,Công ty Cổ phần Đầu tư Nam Long,CT,2,8600,Bất động sản
NLG,Công ty Cổ phần Đầu tư Nam Long,CT,3,8630,Bất động sản
NLG,Công ty Cổ phần Đầu tư Nam Long,CT,4,8633,Bất động sản
NLS,Công ty Cổ phần Cấp thoát nước Lạng Sơn,CT,1,7000,Tiện ích Cộng đồng
NLS,Công ty Cổ phần Cấp thoát nước Lạng Sơn,CT,2,7500,"Điện, nước & xăng dầu khí đốt"
NLS,Công ty Cổ phần Cấp thoát nước Lạng Sơn,CT,3,7570,Nước & Khí đốt
NLS,Công ty Cổ phần Cấp thoát nước Lạng Sơn,CT,4,7577,Nước
NNC,Công ty Cổ phần Đá Núi Nhỏ,CT,1,2000,Công nghiệp
NNC,Công ty Cổ phần Đá Núi Nhỏ,CT,2,2300,Xây dựng và Vật liệu
NNC,Công ty Cổ phần Đá Núi Nhỏ,CT,3,2350,Xây dựng và Vật liệu
NNC,Công ty Cổ phần Đá Núi Nhỏ,CT,4,2353,Vật liệu xây dựng & Nội thất
NNG,Công ty Cổ phần Công nghiệp - Dịch vụ - Thương mại Ngọc Nghĩa,CT,1,1000,Nguyên vật liệu
NNG,Công ty Cổ phần Công nghiệp - Dịch vụ - Thương mại Ngọc Nghĩa,CT,2,1300,Hóa chất
NNG,Công ty Cổ phần Công nghiệp - Dịch vụ - Thương mại Ngọc Nghĩa,CT,3,1350,Hóa chất
NNG,Công ty Cổ phần Công nghiệp - Dịch vụ - Thương mại Ngọc Nghĩa,CT,4,1353,"Nhựa, cao su & sợi"
NNQ,Công ty Cổ phần Giống Nông Nghiệp Quảng Nam,CT,1,3000,Hàng Tiêu dùng
NNQ,Công ty Cổ phần Giống Nông Nghiệp Quảng Nam,CT,2,3500,Thực phẩm và đồ uống
NNQ,Công ty Cổ phần Giống Nông Nghiệp Quảng Nam,CT,3,3570,Sản xuất thực phẩm
NNQ,Công ty Cổ phần Giống Nông Nghiệp Quảng Nam,CT,4,3573,Nuôi trồng nông & hải sản
NNT,Công ty Cổ phần Cấp nước Ninh Thuận,CT,1,7000,Tiện ích Cộng đồng
NNT,Công ty Cổ phần Cấp nước Ninh Thuận,CT,2,7500,"Điện, nước & xăng dầu khí đốt"
NNT,Công ty Cổ phần Cấp nước Ninh Thuận,CT,3,7570,Nước & Khí đốt
NNT,Công ty Cổ phần Cấp nước Ninh Thuận,CT,4,7577,Nước
NO1,Công ty Cổ phần Tâp đoàn 911,CT,1,2000,Công nghiệp
NO1,Công ty Cổ phần Tâp đoàn 911,CT,2,2700,Hàng & Dịch vụ Công nghiệp
NO1,Công ty Cổ phần Tâp đoàn 911,CT,3,2750,Công nghiệp nặng
NO1,Công ty Cổ phần Tâp đoàn 911,CT,4,2757,Máy công nghiệp
NOS,Công ty Cổ phần Vận tải Biển và Thương mại Phương Đông,CT,1,2000,Công nghiệp
NOS,Công ty Cổ phần Vận tải Biển và Thương mại Phương Đông,CT,2,2700,Hàng & Dịch vụ Công nghiệp
NOS,Công ty Cổ phần Vận tải Biển và Thương mại Phương Đông,CT,3,2770,Vận tải
NOS,Công ty Cổ phần Vận tải Biển và Thương mại Phương Đông,CT,4,2773,Vận tải Thủy
NQB,Công ty Cổ phần Cấp nước Quảng Bình,CT,1,7000,Tiện ích Cộng đồng
NQB,Công ty Cổ phần Cấp nước Quảng Bình,CT,2,7500,"Điện, nước & xăng dầu khí đốt"
NQB,Công ty Cổ phần Cấp nước Quảng Bình,CT,3,7570,Nước & Khí đốt
NQB,Công ty Cổ phần Cấp nước Quảng Bình,CT,4,7577,Nước
NQN,Công ty Cổ phần Nước sạch Quảng Ninh,CT,1,7000,Tiện ích Cộng đồng
NQN,Công ty Cổ phần Nước sạch Quảng Ninh,CT,2,7500,"Điện, nước & xăng dầu khí đốt"
NQN,Công ty Cổ phần Nước sạch Quảng Ninh,CT,3,7570,Nước & Khí đốt
NQN,Công ty Cổ phần Nước sạch Quảng Ninh,CT,4,7577,Nước
NQT,Công ty Cổ phần Nước sạch Quảng Trị,CT,1,7000,Tiện ích Cộng đồng
NQT,Công ty Cổ phần Nước sạch Quảng Trị,CT,2,7500,"Điện, nước & xăng dầu khí đốt"
NQT,Công ty Cổ phần Nước sạch Quảng Trị,CT,3,7570,Nước & Khí đốt
NQT,Công ty Cổ phần Nước sạch Quảng Trị,CT,4,7577,Nước
NRC,Công ty Cổ phần Tập đoàn Bất động sản Quốc gia,CT,1,8000,Tài chính
NRC,Công ty Cổ phần Tập đoàn Bất động sản Quốc gia,CT,2,8600,Bất động sản
NRC,Công ty Cổ phần Tập đoàn Bất động sản Quốc gia,CT,3,8630,Bất động sản
NRC,Công ty Cổ phần Tập đoàn Bất động sản Quốc gia,CT,4,8633,Bất động sản
NS2,Công ty Cổ phần Nước sạch số 2 Hà Nội,CT,1,7000,Tiện ích Cộng đồng
NS2,Công ty Cổ phần Nước sạch số 2 Hà Nội,CT,2,7500,"Điện, nước & xăng dầu khí đốt"
NS2,Công ty Cổ phần Nước sạch số 2 Hà Nội,CT,3,7570,Nước & Khí đốt
NS2,Công ty Cổ phần Nước sạch số 2 Hà Nội,CT,4,7577,Nước
NS3,Công ty Cổ phần Sản xuất Kinh doanh Nước sạch số 3 Hà Nội,CT,1,7000,Tiện ích Cộng đồng
NS3,Công ty Cổ phần Sản xuất Kinh doanh Nước sạch số 3 Hà Nội,CT,2,7500,"Điện, nước & xăng dầu khí đốt"
NS3,Công ty Cổ phần Sản xuất Kinh doanh Nước sạch số 3 Hà Nội,CT,3,7570,Nước & Khí đốt
NS3,Công ty Cổ phần Sản xuất Kinh doanh Nước sạch số 3 Hà Nội,CT,4,7577,Nước
NSC,Công ty Cổ phần Tập đoàn Giống cây trồng Việt Nam,CT,1,3000,Hàng Tiêu dùng
NSC,Công ty Cổ phần Tập đoàn Giống cây trồng Việt Nam,CT,2,3500,Thực phẩm và đồ uống
NSC,Công ty Cổ phần Tập đoàn Giống cây trồng Việt Nam,CT,3,3570,Sản xuất thực phẩm
NSC,Công ty Cổ phần Tập đoàn Giống cây trồng Việt Nam,CT,4,3573,Nuôi trồng nông & hải sản
NSG,Công ty Cổ phần Nhựa Sài Gòn,CT,1,1000,Nguyên vật liệu
NSG,Công ty Cổ phần Nhựa Sài Gòn,CT,2,1300,Hóa chất
NSG,Công ty Cổ phần Nhựa Sài Gòn,CT,3,1350,Hóa chất
NSG,Công ty Cổ phần Nhựa Sài Gòn,CT,4,1353,"Nhựa, cao su & sợi"
NSH,Công ty Cổ phần Tập đoàn Nhôm Sông Hồng Shalumi,CT,1,1000,Nguyên vật liệu
NSH,Công ty Cổ phần Tập đoàn Nhôm Sông Hồng Shalumi,CT,2,1700,Tài nguyên Cơ bản
NSH,Công ty Cổ phần Tập đoàn Nhôm Sông Hồng Shalumi,CT,3,1750,Kim loại
NSH,Công ty Cổ phần Tập đoàn Nhôm Sông Hồng Shalumi,CT,4,1753,Nhôm
NSL,Công ty Cổ phần Cấp nước Sơn La,CT,1,7000,Tiện ích Cộng đồng
NSL,Công ty Cổ phần Cấp nước Sơn La,CT,2,7500,"Điện, nước & xăng dầu khí đốt"
NSL,Công ty Cổ phần Cấp nước Sơn La,CT,3,7570,Nước & Khí đốt
NSL,Công ty Cổ phần Cấp nước Sơn La,CT,4,7577,Nước
NSS,Công ty Cổ phần Nông súc sản Đồng Nai,CT,1,3000,Hàng Tiêu dùng
NSS,Công ty Cổ phần Nông súc sản Đồng Nai,CT,2,3500,Thực phẩm và đồ uống
NSS,Công ty Cổ phần Nông súc sản Đồng Nai,CT,3,3570,Sản xuất thực phẩm
NSS,Công ty Cổ phần Nông súc sản Đồng Nai,CT,4,3573,Nuôi trồng nông & hải sản
NST,Công ty Cổ phần Ngân Sơn,CT,1,3000,Hàng Tiêu dùng
NST,Công ty Cổ phần Ngân Sơn,CT,2,3700,Hàng cá nhân & Gia dụng
NST,Công ty Cổ phần Ngân Sơn,CT,3,3780,Thuốc lá
NST,Công ty Cổ phần Ngân Sơn,CT,4,3785,Thuốc lá
NT2,Công ty Cổ phần Điện lực Dầu khí Nhơn Trạch 2,CT,1,7000,Tiện ích Cộng đồng
NT2,Công ty Cổ phần Điện lực Dầu khí Nhơn Trạch 2,CT,2,7500,"Điện, nước & xăng dầu khí đốt"
NT2,Công ty Cổ phần Điện lực Dầu khí Nhơn Trạch 2,CT,3,7530,Sản xuất & Phân phối Điện
NT2,Công ty Cổ phần Điện lực Dầu khí Nhơn Trạch 2,CT,4,7535,Sản xuất & Phân phối Điện
NTB,Công ty Cổ phần Đầu tư Xây dựng và Khai thác Công trình giao thông 584,CT,1,8000,Tài chính
NTB,Công ty Cổ phần Đầu tư Xây dựng và Khai thác Công trình giao thông 584,CT,2,8600,Bất động sản
NTB,Công ty Cổ phần Đầu tư Xây dựng và Khai thác Công trình giao thông 584,CT,3,8630,Bất động sản
NTB,Công ty Cổ phần Đầu tư Xây dựng và Khai thác Công trình giao thông 584,CT,4,8633,Bất động sản
NTC,Công ty Cổ phần Khu Công nghiệp Nam Tân Uyên,CT,1,8000,Tài chính
NTC,Công ty Cổ phần Khu Công nghiệp Nam Tân Uyên,CT,2,8600,Bất động sản
NTC,Công ty Cổ phần Khu Công nghiệp Nam Tân Uyên,CT,3,8630,Bất động sản
NTC,Công ty Cổ phần Khu Công nghiệp Nam Tân Uyên,CT,4,8633,Bất động sản
NTF,Công ty Cổ phần Dược - Vật tư y tế Nghệ An,CT,1,4000,Dược phẩm và Y tế
NTF,Công ty Cổ phần Dược - Vật tư y tế Nghệ An,CT,2,4500,Y tế
NTF,Công ty Cổ phần Dược - Vật tư y tế Nghệ An,CT,3,4570,Dược phẩm
NTF,Công ty Cổ phần Dược - Vật tư y tế Nghệ An,CT,4,4577,Dược phẩm
NTG,Công ty Cổ phần Vận tải thủy bộ Kiên Giang,CT,1,5000,Dịch vụ Tiêu dùng
NTG,Công ty Cổ phần Vận tải thủy bộ Kiên Giang,CT,2,5700,Du lịch và Giải trí
NTG,Công ty Cổ phần Vận tải thủy bộ Kiên Giang,CT,3,5750,Du lịch & Giải trí
NTG,Công ty Cổ phần Vận tải thủy bộ Kiên Giang,CT,4,5759,Vận tải hành khách & Du lịch
NTH,Công ty Cổ phần Thủy điện Nước Trong,CT,1,7000,Tiện ích Cộng đồng
NTH,Công ty Cổ phần Thủy điện Nước Trong,CT,2,7500,"Điện, nước & xăng dầu khí đốt"
NTH,Công ty Cổ phần Thủy điện Nước Trong,CT,3,7530,Sản xuất & Phân phối Điện
NTH,Công ty Cổ phần Thủy điện Nước Trong,CT,4,7535,Sản xuất & Phân phối Điện
NTL,Công ty Cổ phần Phát triển Đô thị Từ Liêm,CT,1,8000,Tài chính
NTL,Công ty Cổ phần Phát triển Đô thị Từ Liêm,CT,2,8600,Bất động sản
NTL,Công ty Cổ phần Phát triển Đô thị Từ Liêm,CT,3,8630,Bất động sản
NTL,Công ty Cổ phần Phát triển Đô thị Từ Liêm,CT,4,8633,Bất động sản
NTP,Công ty Cổ phần Nhựa Thiếu niên Tiền Phong,CT,1,2000,Công nghiệp
NTP,Công ty Cổ phần Nhựa Thiếu niên Tiền Phong,CT,2,2300,Xây dựng và Vật liệu
NTP,Công ty Cổ phần Nhựa Thiếu niên Tiền Phong,CT,3,2350,Xây dựng và Vật liệu
NTP,Công ty Cổ phần Nhựa Thiếu niên Tiền Phong,CT,4,2353,Vật liệu xây dựng & Nội thất
NTS,Công ty Cổ phần Nội thất Shinec,CT,1,2000,Công nghiệp
NTS,Công ty Cổ phần Nội thất Shinec,CT,2,2300,Xây dựng và Vật liệu
NTS,Công ty Cổ phần Nội thất Shinec,CT,3,2350,Xây dựng và Vật liệu
NTS,Công ty Cổ phần Nội thất Shinec,CT,4,2353,Vật liệu xây dựng & Nội thất
NTT,Công ty Cổ phần Dệt - May Nha Trang,CT,1,3000,Hàng Tiêu dùng
NTT,Công ty Cổ phần Dệt - May Nha Trang,CT,2,3700,Hàng cá nhân & Gia dụng
NTT,Công ty Cổ phần Dệt - May Nha Trang,CT,3,3760,Hàng cá nhân
NTT,Công ty Cổ phần Dệt - May Nha Trang,CT,4,3763,Hàng May mặc
NTW,Công ty Cổ phần Cấp nước Nhơn Trạch,CT,1,7000,Tiện ích Cộng đồng
NTW,Công ty Cổ phần Cấp nước Nhơn Trạch,CT,2,7500,"Điện, nước & xăng dầu khí đốt"
NTW,Công ty Cổ phần Cấp nước Nhơn Trạch,CT,3,7570,Nước & Khí đốt
NTW,Công ty Cổ phần Cấp nước Nhơn Trạch,CT,4,7577,Nước
NUE,Công ty Cổ phần Môi trường Đô thị Nha Trang,CT,1,2000,Công nghiệp
NUE,Công ty Cổ phần Môi trường Đô thị Nha Trang,CT,2,2700,Hàng & Dịch vụ Công nghiệp
NUE,Công ty Cổ phần Môi trường Đô thị Nha Trang,CT,3,2790,Tư vấn & Hỗ trợ Kinh doanh
NUE,Công ty Cổ phần Môi trường Đô thị Nha Trang,CT,4,2799,Chất thải & Môi trường
NVB,Ngân hàng Thương mại Cổ phần Quốc Dân,NH,1,8301,Ngân hàng
NVB,Ngân hàng Thương mại Cổ phần Quốc Dân,NH,2,8300,Ngân hàng
NVB,Ngân hàng Thương mại Cổ phần Quốc Dân,NH,3,8350,Ngân hàng
NVB,Ngân hàng Thương mại Cổ phần Quốc Dân,NH,4,8355,Ngân hàng
NVL,Công ty Cổ phần Tập đoàn Đầu tư Địa ốc No Va,CT,1,8000,Tài chính
NVL,Công ty Cổ phần Tập đoàn Đầu tư Địa ốc No Va,CT,2,8600,Bất động sản
NVL,Công ty Cổ phần Tập đoàn Đầu tư Địa ốc No Va,CT,3,8630,Bất động sản
NVL,Công ty Cổ phần Tập đoàn Đầu tư Địa ốc No Va,CT,4,8633,Bất động sản
NVN,Công ty Cổ phần Nhà Việt Nam,CT,1,8000,Tài chính
NVN,Công ty Cổ phần Nhà Việt Nam,CT,2,8600,Bất động sản
NVN,Công ty Cổ phần Nhà Việt Nam,CT,3,8630,Bất động sản
NVN,Công ty Cổ phần Nhà Việt Nam,CT,4,8633,Bất động sản
NVP,Công ty Cổ phần Nước sạch Vĩnh Phúc,CT,1,7000,Tiện ích Cộng đồng
NVP,Công ty Cổ phần Nước sạch Vĩnh Phúc,CT,2,7500,"Điện, nước & xăng dầu khí đốt"
NVP,Công ty Cổ phần Nước sạch Vĩnh Phúc,CT,3,7570,Nước & Khí đốt
NVP,Công ty Cổ phần Nước sạch Vĩnh Phúc,CT,4,7577,Nước
NVT,Công ty Cổ phần Bất động sản Du lịch Ninh Vân Bay,CT,1,8000,Tài chính
NVT,Công ty Cổ phần Bất động sản Du lịch Ninh Vân Bay,CT,2,8600,Bất động sản
NVT,Công ty Cổ phần Bất động sản Du lịch Ninh Vân Bay,CT,3,8630,Bất động sản
