time,close,high,low,open,volume,gold_ret
2017-02-03,1218.5,1220.5999755859375,1206.199951171875,1214.9000244140625,865.0,0.0014783584034642
2017-02-06,1230.0,1235.4000244140625,1218.5,1221.9000244140625,908.0,0.0093935753012021
2017-02-07,1234.199951171875,1236.199951171875,1228.5,1234.199951171875,1177.0,0.0034087779579315
2017-02-08,1237.5999755859375,1243.9000244140625,1231.0,1232.0999755859375,288.0,0.00275105320752
2017-02-09,1235.0999755859375,1243.5,1226.9000244140625,1239.4000244140625,885.0,-0.0020220818548175
2017-02-10,1234.4000244140625,1234.4000244140625,1221.5,1227.5999755859375,391.0,-0.000566876850066
2017-02-13,1224.4000244140625,1231.0999755859375,1219.0,1230.5,398.0,-0.0081340938161608
2017-02-14,1223.9000244140625,1233.5,1222.0999755859375,1225.9000244140625,159.0,-0.0004084466748187
2017-02-15,1231.699951171875,1231.699951171875,1217.300048828125,1225.5,175.0,0.0063527879685143
2017-02-16,1240.0,1240.699951171875,1233.199951171875,1234.5,87.0,0.0067160902945164
2017-02-17,1237.5999755859375,1241.199951171875,1234.800048828125,1240.699951171875,301.0,-0.0019373790671676
2017-02-20,1237.5999755859375,1241.199951171875,1234.800048828125,1240.699951171875,301.0,-0.0019373790671676
2017-02-21,1237.5,1237.5,1228.0999755859375,1237.300048828125,119.0,-8.078508906953723e-05
2017-02-22,1232.0,1238.5999755859375,1231.800048828125,1236.0999755859375,36.0,-0.0044543503493803
2017-02-23,1250.199951171875,1250.300048828125,1236.0999755859375,1236.0999755859375,112.0,0.014664634347995
2017-02-24,1256.9000244140625,1258.800048828125,1250.0,1250.0,1264.0,0.0053448919133608
2017-02-27,1257.4000244140625,1263.0999755859375,1250.4000244140625,1254.699951171875,544.0,0.000397725010445
2017-02-28,1252.5999755859375,1257.300048828125,1247.199951171875,1253.5999755859375,721.0,-0.003824744764663
2017-03-01,1248.9000244140625,1248.9000244140625,1236.9000244140625,1247.800048828125,138.0,-0.002958188183111
2017-03-02,1231.9000244140625,1247.5999755859375,1230.699951171875,1247.199951171875,79.0,-0.0137054706313458
2017-03-03,1225.5,1235.199951171875,1222.9000244140625,1231.699951171875,121.0,-0.0052087888179787
2017-03-06,1224.5,1235.199951171875,1224.5,1235.199951171875,29.0,-0.0008163265759448
2017-03-07,1215.0999755859375,1225.4000244140625,1213.699951171875,1224.300048828125,53.0,-0.0077062395698814
2017-03-08,1208.5,1212.199951171875,1206.699951171875,1212.199951171875,24.0,-0.0054464366788032
2017-03-09,1202.4000244140625,1205.5999755859375,1202.300048828125,1204.5,37.0,-0.0050603414003299
2017-03-10,1200.699951171875,1203.300048828125,1196.199951171875,1196.199951171875,3.0,-0.0014149003729183
2017-03-13,1202.4000244140625,1210.0,1202.300048828125,1206.199951171875,35.0,0.0014149003729183
2017-03-14,1201.9000244140625,1205.9000244140625,1196.800048828125,1203.0999755859375,22.0,-0.0004159214715748
2017-03-15,1200.0999755859375,1221.199951171875,1197.699951171875,1198.199951171875,36.0,-0.0014987919775942
2017-03-16,1226.5,1231.4000244140625,1222.199951171875,1222.199951171875,47.0,0.0217597184045053
2017-03-17,1229.800048828125,1230.9000244140625,1227.0999755859375,1227.0999755859375,26.0,0.002687009524943
2017-03-20,1233.5999755859375,1234.4000244140625,1229.300048828125,1229.300048828125,23.0,0.003085109794671
2017-03-21,1246.0999755859375,1246.0999755859375,1226.4000244140625,1226.4000244140625,11.0,0.0100819503382853
2017-03-22,1249.300048828125,1249.5,1247.699951171875,1247.9000244140625,3.0,0.0025647791657264
2017-03-23,1246.9000244140625,1247.5,1244.800048828125,1246.4000244140625,16.0,-0.0019229429398218
2017-03-24,1248.199951171875,1248.300048828125,1247.5999755859375,1248.0,3.0,0.0010419837987625
2017-03-27,1255.4000244140625,1257.699951171875,1253.800048828125,1255.800048828125,72.0,0.0057517919495583
2017-03-28,1255.300048828125,1255.9000244140625,1255.300048828125,1255.9000244140625,19.0,-7.963960893288656e-05
2017-03-29,1253.4000244140625,1253.4000244140625,1252.0999755859375,1252.199951171875,190678.0,-0.0015147484528922
2017-03-30,1245.0,1253.5999755859375,1241.0999755859375,1253.0999755859375,51328.0,-0.006724348370036
2017-03-31,1247.300048828125,1248.800048828125,1238.699951171875,1242.0999755859375,8223.0,0.0018457243799123
2017-04-03,1250.800048828125,1252.4000244140625,1243.5999755859375,1247.5,1160.0,0.0028021313424812
2017-04-04,1255.0,1260.300048828125,1253.0,1253.0999755859375,724.0,0.0033521869446828
2017-04-05,1245.4000244140625,1255.4000244140625,1243.0,1255.4000244140625,907.0,-0.0076787895241424
2017-04-07,1254.300048828125,1269.0999755859375,1249.5,1249.5,445.0,0.0031941254051334
2017-04-10,1251.0999755859375,1255.199951171875,1246.800048828125,1252.699951171875,182.0,-0.0025545421499374
2017-04-11,1271.199951171875,1273.5,1254.5,1254.5,401.0,0.0159381530021803
2017-04-12,1275.300048828125,1285.0999755859375,1272.0,1275.0,492.0,0.0032201855089563
2017-04-13,1285.9000244140625,1287.5999755859375,1282.0,1285.300048828125,915.0,0.0082773979419526
2017-04-14,1285.9000244140625,1287.5999755859375,1282.0,1285.300048828125,915.0,0.0082773979419526
2017-04-17,1289.4000244140625,1294.800048828125,1284.300048828125,1291.800048828125,73.0,0.0027181315485903
2017-04-18,1291.699951171875,1291.699951171875,1278.5999755859375,1283.9000244140625,394.0,0.0017821296255692
2017-04-19,1281.4000244140625,1288.0,1274.0,1288.0,194.0,-0.0080058931789567
2017-04-20,1281.9000244140625,1281.9000244140625,1276.199951171875,1279.699951171875,127.0,0.0003901221057362
2017-04-21,1287.4000244140625,1287.4000244140625,1279.199951171875,1279.800048828125,474.0,0.004281328219062
2017-04-24,1275.800048828125,1276.4000244140625,1265.0,1275.0,605.0,-0.0090512285019582
2017-04-25,1265.5999755859375,1276.9000244140625,1262.0999755859375,1275.5999755859375,356.0,-0.0080271723575239
2017-04-26,1262.0999755859375,1266.0,1262.0999755859375,1266.0,1156.0,-0.0027693178023
2017-04-27,1263.699951171875,1267.199951171875,1262.199951171875,1266.699951171875,206.0,0.0012669062050332
2017-04-28,1266.0999755859375,1267.199951171875,1264.699951171875,1265.9000244140625,85.0,0.0018974031177029
2017-05-03,1246.4000244140625,1255.800048828125,1238.699951171875,1255.0999755859375,195.0,-0.0069558155103679
2017-05-04,1226.5,1239.800048828125,1224.199951171875,1239.800048828125,72.0,-0.0160948310056021
2017-05-05,1224.800048828125,1233.699951171875,1224.800048828125,1227.0,16.0,-0.0013869794888681
2017-05-08,1225.300048828125,1234.0,1224.0,1224.0,43.0,0.0004081465956588
2017-05-09,1214.300048828125,1226.199951171875,1214.0,1226.0999755859375,55.0,-0.0090179325346382
2017-05-10,1217.300048828125,1220.199951171875,1217.300048828125,1219.800048828125,23.0,0.0024675122566788
2017-05-11,1222.699951171875,1222.699951171875,1218.300048828125,1218.5,13.0,0.004426156688095
2017-05-12,1226.199951171875,1229.5,1226.0999755859375,1228.0,29.0,0.0028584282924305
2017-05-15,1228.5999755859375,1232.699951171875,1227.5,1227.5,13.0,0.0019553733504766
2017-05-16,1235.0,1237.300048828125,1230.4000244140625,1230.4000244140625,20.0,0.0051956802036999
2017-05-17,1257.5,1259.199951171875,1240.699951171875,1241.0,26.0,0.0180546529118167
2017-05-18,1251.699951171875,1260.0,1245.800048828125,1254.800048828125,43.0,-0.0046230346493643
2017-05-19,1252.699951171875,1252.699951171875,1252.699951171875,1252.699951171875,14.0,0.0007985945473087
2017-05-22,1260.699951171875,1260.699951171875,1251.699951171875,1251.699951171875,14.0,0.0063659006344214
2017-05-23,1254.800048828125,1261.5999755859375,1250.5999755859375,1261.5,20.0,-0.0046908472766638
2017-05-24,1252.4000244140625,1257.800048828125,1249.699951171875,1251.9000244140625,14.0,-0.0019145062835238
2017-05-25,1255.800048828125,1258.300048828125,1255.800048828125,1257.0999755859375,11.0,0.002711128616023
2017-05-26,1267.5999755859375,1267.5999755859375,1267.5999755859375,1267.5999755859375,271457.0,0.0093524709946018
2017-05-29,1267.5999755859375,1267.5999755859375,1267.5999755859375,1267.5999755859375,271457.0,0.0093524709946018
2017-05-30,1262.0999755859375,1270.0,1258.4000244140625,1267.4000244140625,129819.0,-0.0043483486361126
2017-05-31,1272.0,1273.199951171875,1258.5,1262.4000244140625,2712.0,0.0078134839794827
2017-06-01,1267.0,1269.199951171875,1260.800048828125,1268.0,825.0,-0.0039385635789283
2017-06-02,1276.800048828125,1279.0,1259.0,1265.199951171875,1732.0,0.0077050846169835
2017-06-05,1279.300048828125,1282.0,1277.0,1279.199951171875,433.0,0.0019561055527115
2017-06-06,1294.4000244140625,1295.199951171875,1279.4000244140625,1279.4000244140625,942.0,0.0117341946746894
2017-06-07,1290.0999755859375,1293.0999755859375,1284.300048828125,1291.5999755859375,641.0,-0.0033275703585958
2017-06-08,1276.300048828125,1287.5999755859375,1268.0999755859375,1285.4000244140625,319.0,-0.0107544105607226
2017-06-09,1268.5,1277.9000244140625,1264.5999755859375,1277.9000244140625,467.0,-0.0061302052068687
2017-06-12,1266.0999755859375,1269.300048828125,1263.199951171875,1266.4000244140625,255.0,-0.0018938097960156
2017-06-13,1265.800048828125,1266.9000244140625,1259.699951171875,1264.0999755859375,150.0,-0.0002369183272036
2017-06-14,1272.800048828125,1278.0,1256.800048828125,1269.4000244140625,336.0,0.0055148644702221
2017-06-15,1252.199951171875,1264.199951171875,1250.300048828125,1263.199951171875,743.0,-0.016317271069001
2017-06-16,1254.0,1255.300048828125,1251.300048828125,1252.800048828125,34.0,0.0014364768755273
2017-06-19,1244.199951171875,1252.199951171875,1241.9000244140625,1252.0999755859375,108.0,-0.0078457283565422
2017-06-20,1241.0,1245.5,1240.5,1242.199951171875,75.0,-0.0025752076317164
2017-06-21,1243.4000244140625,1245.0,1240.0,1244.0999755859375,205.0,0.001932076265552
2017-06-22,1247.5999755859375,1252.699951171875,1246.300048828125,1251.0,156.0,0.0033721036946664
2017-06-23,1256.199951171875,1273.5999755859375,1249.800048828125,1250.0,269.0,0.0068695659857476
2017-06-26,1246.300048828125,1260.199951171875,1241.5999755859375,1260.199951171875,194.0,-0.0079120511397746
2017-06-27,1246.4000244140625,1251.800048828125,1245.9000244140625,1251.5999755859375,111.0,8.021469334752496e-05
2017-06-28,1248.0,1248.5,1248.0,1248.5,370.0,0.0012828542252268
2017-06-29,1244.199951171875,1250.699951171875,1238.0999755859375,1248.199951171875,540.0,-0.0030495560930492
2017-06-30,1240.699951171875,1243.699951171875,1239.0999755859375,1243.699951171875,43.0,-0.002817016742802
2017-07-03,1217.9000244140625,1236.0,1217.9000244140625,1236.0,33.0,-0.0185476129544249
2017-07-04,1217.9000244140625,1236.0,1217.9000244140625,1236.0,33.0,-0.0185476129544249
2017-07-05,1220.4000244140625,1225.0,1217.0999755859375,1222.5,40.0,0.0020506097083853
2017-07-06,1222.199951171875,1225.0999755859375,1222.199951171875,1225.0999755859375,5.0,0.0014737796623219
2017-07-07,1208.5999755859375,1220.4000244140625,1208.5999755859375,1219.0999755859375,116.0,-0.0111898287826293
2017-07-10,1212.0999755859375,1212.0999755859375,1209.5999755859375,1211.4000244140625,28.0,0.0028917276073374
2017-07-11,1213.5999755859375,1214.9000244140625,1208.699951171875,1208.699951171875,12.0,0.0012367565827513
2017-07-12,1218.0999755859375,1219.4000244140625,1217.9000244140625,1218.300048828125,7.0,0.0037011187459087
2017-07-13,1216.300048828125,1221.4000244140625,1216.300048828125,1221.4000244140625,7.0,-0.0014787438939784
2017-07-14,1226.5999755859375,1227.5,1214.800048828125,1214.9000244140625,23.0,0.0084325905188393
2017-07-17,1232.800048828125,1233.4000244140625,1229.9000244140625,1229.9000244140625,7.0,0.0050419503253712
2017-07-18,1241.0999755859375,1241.199951171875,1236.199951171875,1236.199951171875,29.0,0.0067100188507612
2017-07-19,1241.199951171875,1241.199951171875,1240.0999755859375,1240.4000244140625,3.0,8.055077060915145e-05
2017-07-20,1244.800048828125,1244.800048828125,1236.5999755859375,1236.5999755859375,5.0,0.0028962994150305
2017-07-21,1254.300048828125,1254.300048828125,1250.5,1250.699951171875,16.0,0.0076027733094086
2017-07-24,1253.9000244140625,1256.0,1253.9000244140625,1256.0,8.0,-0.0003189732922199
2017-07-25,1251.699951171875,1253.5999755859375,1249.199951171875,1252.699951171875,18.0,-0.001756125342464
2017-07-26,1249.0,1249.0,1244.800048828125,1244.800048828125,7.0,-0.0021593571989522
2017-07-27,1259.5999755859375,1259.5999755859375,1259.5999755859375,1259.5999755859375,220309.0,0.0084509597188985
2017-07-28,1268.4000244140625,1270.0,1256.9000244140625,1258.4000244140625,64180.0,0.0069620920676366
2017-07-31,1266.5999755859375,1270.800048828125,1265.800048828125,1268.9000244140625,7780.0,-0.0014201571050572
2017-08-01,1272.5999755859375,1273.300048828125,1262.0,1268.4000244140625,1061.0,0.0047259068072399
2017-08-02,1271.800048828125,1272.0999755859375,1262.9000244140625,1268.5,393.0,-0.0006287743880614
2017-08-03,1267.800048828125,1269.800048828125,1256.5999755859375,1265.9000244140625,878.0,-0.0031501048621089
2017-08-04,1258.300048828125,1269.5999755859375,1253.9000244140625,1269.0,521.0,-0.0075215109613676
2017-08-07,1258.199951171875,1259.0999755859375,1255.300048828125,1258.699951171875,260.0,-7.955307474891721e-05
2017-08-08,1256.4000244140625,1264.0999755859375,1251.4000244140625,1256.9000244140625,555.0,-0.0014315812317578
2017-08-09,1273.0,1277.800048828125,1260.199951171875,1260.199951171875,574.0,0.0131258114611557
2017-08-10,1283.699951171875,1287.4000244140625,1274.9000244140625,1276.5999755859375,608.0,0.0083701754964516
2017-08-11,1287.699951171875,1291.0999755859375,1282.0,1286.300048828125,139.0,0.0031111483070121
2017-08-14,1284.199951171875,1288.4000244140625,1278.800048828125,1288.4000244140625,338.0,-0.0027217250231354
2017-08-15,1273.699951171875,1280.5,1267.4000244140625,1280.5,188.0,-0.0082099060776778
2017-08-16,1276.9000244140625,1282.5999755859375,1269.4000244140625,1271.300048828125,110.0,0.0025092722903703
2017-08-17,1286.4000244140625,1288.5,1283.199951171875,1283.800048828125,43.0,0.0074123538528677
2017-08-18,1285.699951171875,1300.699951171875,1284.300048828125,1288.5999755859375,358.0,-0.0005443592909452
2017-08-21,1290.800048828125,1290.800048828125,1284.699951171875,1285.199951171875,18.0,0.0039589398932568
2017-08-22,1285.0999755859375,1288.4000244140625,1283.199951171875,1287.199951171875,100.0,-0.0044257016903033
2017-08-23,1288.9000244140625,1289.4000244140625,1286.9000244140625,1289.4000244140625,250.0,0.0029526430372122
2017-08-24,1286.5,1288.699951171875,1284.0,1288.699951171875,550.0,-0.0018638076307166
2017-08-25,1292.5,1292.699951171875,1280.300048828125,1285.4000244140625,280.0,0.0046529746607852
2017-08-28,1309.699951171875,1311.300048828125,1293.5,1293.5,145.0,0.0132197386708567
2017-08-29,1313.0999755859375,1323.800048828125,1313.0999755859375,1318.800048828125,1178.0,0.0025926692188273
2017-08-30,1308.0999755859375,1312.5,1304.9000244140625,1308.199951171875,1178.0,-0.0038150512418455
2017-08-31,1316.199951171875,1322.300048828125,1301.699951171875,1306.5999755859375,373.0,0.0061730758937949
2017-09-01,1324.5,1327.699951171875,1316.9000244140625,1320.199951171875,313.0,0.0062862697879068
2017-09-05,1339.199951171875,1339.199951171875,1328.5999755859375,1335.199951171875,39.0,0.0110373545624189
2017-09-06,1333.9000244140625,1340.300048828125,1332.5999755859375,1340.0,20.0,-0.0039653838247769
2017-09-07,1345.0999755859375,1349.0,1336.4000244140625,1336.4000244140625,26.0,0.0083613411143993
2017-09-08,1346.0,1355.800048828125,1345.5999755859375,1351.0,37.0,0.0006688896405072
2017-09-11,1331.0,1331.0,1327.300048828125,1331.0,9.0,-0.0112066918095614
2017-09-12,1328.0,1328.0,1325.199951171875,1327.0,15.0,-0.0022564883587325
2017-09-13,1323.4000244140625,1323.4000244140625,1323.4000244140625,1323.4000244140625,16.0,-0.0034698500104358
2017-09-14,1324.699951171875,1329.300048828125,1319.5999755859375,1319.5999755859375,316.0,0.0009817808045111
2017-09-15,1320.4000244140625,1321.199951171875,1319.800048828125,1320.5999755859375,15.0,-0.0032512423615178
2017-09-18,1306.300048828125,1310.4000244140625,1306.0,1309.800048828125,129.0,-0.0107359885974678
2017-09-19,1306.199951171875,1310.300048828125,1305.0999755859375,1307.9000244140625,20.0,-7.662978472650562e-05
2017-09-20,1312.0,1312.0,1298.699951171875,1312.0,12.0,0.0044305694172918
2017-09-21,1290.5999755859375,1304.0999755859375,1290.300048828125,1299.0999755859375,336.0,-0.0164454829191264
2017-09-22,1293.300048828125,1295.699951171875,1293.300048828125,1295.0,209.0,0.0020899215909679
2017-09-25,1306.800048828125,1309.199951171875,1291.0,1293.0999755859375,51.0,0.0103843089156889
2017-09-26,1297.0,1305.5999755859375,1297.0,1304.5,39.0,-0.0075275327751207
2017-09-27,1283.4000244140625,1283.4000244140625,1283.4000244140625,1283.4000244140625,19488.0,-0.0105410799770725
2017-09-28,1285.5,1288.0,1277.0,1283.0999755859375,5226.0,0.0016349223665728
2017-09-29,1281.5,1289.4000244140625,1281.5,1284.199951171875,492.0,-0.0031164809018184
2017-10-02,1272.699951171875,1276.0999755859375,1270.4000244140625,1275.0,136.0,-0.0068906771719025
2017-10-03,1271.5,1273.300048828125,1268.5999755859375,1269.699951171875,192.0,-0.0009432837700489
2017-10-04,1273.699951171875,1280.800048828125,1270.0,1273.800048828125,218.0,0.0017287063978827
2017-10-05,1269.9000244140625,1277.800048828125,1267.5999755859375,1277.800048828125,36.0,-0.0029878358398845
2017-10-06,1271.5999755859375,1272.0,1260.5,1267.5999755859375,46.0,0.001337754416992
2017-10-09,1281.800048828125,1284.0,1279.0,1280.5999755859375,19.0,0.0079894473263649
2017-10-10,1290.5999755859375,1293.0,1281.699951171875,1282.5999755859375,18.0,0.0068418294213784
2017-10-11,1285.800048828125,1292.0,1284.9000244140625,1287.300048828125,21.0,-0.0037260769024233
2017-10-12,1293.300048828125,1294.5,1289.300048828125,1291.5,14.0,0.0058159984933913
2017-10-13,1301.5,1301.699951171875,1291.699951171875,1293.300048828125,74.0,0.0063203162587442
2017-10-16,1299.9000244140625,1303.800048828125,1291.9000244140625,1302.0,173.0,-0.001230088239154
2017-10-17,1283.0,1295.0999755859375,1283.0,1295.0999755859375,571.0,-0.0130862715798296
2017-10-18,1279.9000244140625,1279.9000244140625,1279.9000244140625,1279.9000244140625,163.0,-0.0024191166789139
2017-10-19,1286.9000244140625,1286.9000244140625,1285.0999755859375,1286.4000244140625,134.0,0.005454275534116
2017-10-20,1277.4000244140625,1279.5999755859375,1277.4000244140625,1279.5999755859375,304.0,-0.0074094632310417
2017-10-23,1277.699951171875,1280.800048828125,1271.5,1274.699951171875,115.0,0.0002347671418385
2017-10-24,1275.0,1275.5,1273.699951171875,1275.5,111.0,-0.0021153697891088
2017-10-25,1275.4000244140625,1275.4000244140625,1269.9000244140625,1269.9000244140625,105.0,0.0003136954309234
2017-10-26,1266.300048828125,1273.5,1264.699951171875,1273.5,39.0,-0.0071605730072062
2017-10-27,1268.5,1268.5,1267.0999755859375,1268.4000244140625,567.0,0.0017357990230928
2017-10-30,1274.0999755859375,1274.0999755859375,1267.9000244140625,1270.0,222.0,0.0044049277861881
2017-10-31,1267.0,1274.5999755859375,1266.0999755859375,1273.0999755859375,235.0,-0.0055881265043856
2017-11-01,1274.0999755859375,1274.800048828125,1270.300048828125,1272.199951171875,78.0,0.0055881265043857
2017-11-02,1274.9000244140625,1274.9000244140625,1274.9000244140625,1274.9000244140625,70.0,0.000627735468338
2017-11-03,1266.5,1267.9000244140625,1265.300048828125,1265.300048828125,75.0,-0.0066105728521327
2017-11-06,1279.4000244140625,1280.5,1269.0,1269.0,128.0,0.0101340466567384
2017-11-07,1273.699951171875,1276.800048828125,1270.4000244140625,1276.800048828125,11.0,-0.0044652248384112
2017-11-08,1281.5999755859375,1284.9000244140625,1274.699951171875,1275.9000244140625,15.0,0.0061832660043633
2017-11-09,1285.5999755859375,1286.9000244140625,1279.699951171875,1279.699951171875,18.0,0.0031162381684789
2017-11-10,1272.4000244140625,1283.5,1272.4000244140625,1283.5,10.0,-0.0103206163704988
2017-11-13,1277.300048828125,1277.300048828125,1277.0,1277.300048828125,3.0,0.003843613213939
2017-11-14,1281.5,1281.5,1276.9000244140625,1276.9000244140625,4.0,0.0032827535277863
2017-11-15,1276.5,1284.699951171875,1275.9000244140625,1281.4000244140625,13.0,-0.0039093091225873
2017-11-16,1277.4000244140625,1277.5,1277.4000244140625,1277.5,43.0,0.0007048235582582
2017-11-17,1295.800048828125,1295.800048828125,1288.300048828125,1288.300048828125,1.0,0.0143015214578967
2017-11-20,1274.5999755859375,1275.9000244140625,1274.5999755859375,1274.5999755859375,1.0,-0.0164959179717935
2017-11-21,1281.0999755859375,1281.0999755859375,1281.0999755859375,1281.0999755859375,4.0,0.0050866800793786
2017-11-22,1291.5999755859375,1291.5999755859375,1282.9000244140625,1284.699951171875,4.0,0.0081626761766559
2017-11-23,1291.5999755859375,1291.5999755859375,1282.9000244140625,1284.699951171875,4.0,0.0081626761766559
2017-11-24,1286.699951171875,1286.699951171875,1286.699951171875,1286.699951171875,0.0,-0.0038009777393278
2017-11-27,1293.800048828125,1293.800048828125,1293.800048828125,1293.800048828125,1.0,0.0055028991073646
2017-11-28,1294.699951171875,1294.699951171875,1294.699951171875,1294.699951171875,275442.0,0.0006953080007765
2017-11-29,1282.0999755859375,1296.199951171875,1281.0999755859375,1293.4000244140625,47244.0,-0.0097796308343386
2017-11-30,1273.199951171875,1284.5,1269.699951171875,1283.0999755859375,3049.0,-0.0069659614591834
2017-12-01,1278.800048828125,1288.5999755859375,1271.0,1274.0999755859375,823.0,0.0043887983112285
2017-12-04,1274.300048828125,1276.0999755859375,1270.300048828125,1272.5,850.0,-0.0035251298326162
2017-12-05,1261.5999755859375,1275.800048828125,1260.0,1275.4000244140625,1499.0,-0.0100163092386766
2017-12-06,1262.800048828125,1267.800048828125,1261.5999755859375,1264.9000244140625,373.0,0.0009507790532284
2017-12-07,1249.800048828125,1262.4000244140625,1243.9000244140625,1262.300048828125,358.0,-0.0103479387866588
2017-12-08,1245.199951171875,1249.300048828125,1241.5,1246.300048828125,157.0,-0.0036874572093574
2017-12-11,1243.699951171875,1249.199951171875,1239.9000244140625,1248.4000244140625,146.0,-0.0012053519550518
2017-12-12,1238.5,1244.4000244140625,1236.5,1241.300048828125,692.0,-0.004189798469908
2017-12-13,1245.4000244140625,1254.5,1239.800048828125,1241.9000244140625,349.0,0.0055558131123276
2017-12-14,1253.800048828125,1257.699951171875,1250.300048828125,1252.9000244140625,139.0,0.0067221957422354
2017-12-15,1254.300048828125,1260.300048828125,1253.0999755859375,1253.0999755859375,578.0,0.0003987081752366
2017-12-18,1262.199951171875,1262.4000244140625,1255.699951171875,1256.199951171875,45.0,0.0062785045059894
2017-12-19,1260.699951171875,1264.300048828125,1259.5,1261.0999755859375,329.0,-0.0011891079589433
2017-12-20,1266.0999755859375,1266.5999755859375,1261.300048828125,1261.300048828125,63.0,0.0042742067370609
2017-12-21,1267.300048828125,1267.4000244140625,1264.300048828125,1266.4000244140625,226.0,0.000947401373952
2017-12-22,1275.4000244140625,1276.300048828125,1266.300048828125,1266.300048828125,119.0,0.006371182406177
2017-12-25,1275.4000244140625,1276.300048828125,1266.300048828125,1266.300048828125,119.0,0.006371182406177
2017-12-26,1284.0999755859375,1284.0999755859375,1281.800048828125,1282.4000244140625,84.0,0.0067981908011914
2017-12-27,1287.0,1287.0,1284.0,1284.0,456.0,0.0022558637714853
2017-12-28,1294.0999755859375,1294.0999755859375,1288.199951171875,1288.199951171875,245.0,0.0055015253658284
2017-12-29,1306.300048828125,1306.300048828125,1294.0,1294.199951171875,65.0,0.0093832969095139
2018-01-02,1313.699951171875,1317.5999755859375,1302.300048828125,1302.300048828125,68.0,0.0056487954355944
2018-01-03,1316.199951171875,1320.0999755859375,1312.0999755859375,1320.0,42.0,0.0019012136171542
2018-01-04,1319.4000244140625,1322.0,1319.4000244140625,1319.4000244140625,2.0,0.0024283463684654
2018-01-05,1320.300048828125,1320.300048828125,1320.300048828125,1320.300048828125,1.0,0.0006819141750703
