time,close,high,low,open,volume,log_return,rolling_vol_5
2016-12-29,2249.260009765625,2254.510009765625,2244.56005859375,2249.5,2338700000.0,-0.0002933477318683,0.0667120281669474
2016-12-30,2238.830078125,2253.580078125,2233.6201171875,2251.610107421875,2671550000.0,-0.0046478346968542,0.0707116140365568
2017-01-03,2257.830078125,2263.8798828125,2245.1298828125,2251.570068359375,3773010000.0,0.0084507667531571,0.1026264011968239
2017-01-04,2270.75,2272.820068359375,2261.60009765625,2261.60009765625,3768890000.0,0.0057059637705494,0.1111061814266563
2017-01-05,2269.0,2271.5,2260.449951171875,2268.179931640625,3785080000.0,-0.0007709676024811,0.0839977892084196
2017-01-06,2276.97998046875,2282.10009765625,2264.06005859375,2271.139892578125,3342080000.0,0.003510789180579,0.0826731448444536
2017-01-09,2268.89990234375,2275.489990234375,2268.89990234375,2273.590087890625,3219730000.0,-0.0035549054715596,0.0769262660781217
2017-01-10,2268.89990234375,2279.27001953125,2265.27001953125,2269.719970703125,3640560000.0,0.0,0.0579643835204726
2017-01-11,2275.320068359375,2275.320068359375,2260.830078125,2268.60009765625,3625080000.0,0.0028256423891019,0.0454113393108198
2017-01-12,2270.43994140625,2271.780029296875,2254.25,2271.139892578125,3466220000.0,-0.0021471123937296,0.0485905461012788
2017-01-13,2274.639892578125,2278.679931640625,2271.510009765625,2272.739990234375,3090680000.0,0.0018481313951466,0.0423256117685024
2017-01-16,2274.639892578125,2278.679931640625,2271.510009765625,2272.739990234375,3090680000.0,0.0018481313951466,0.0423256117685024
2017-01-17,2267.889892578125,2272.080078125,2262.81005859375,2269.139892578125,3586950000.0,-0.0029719144562184,0.039529247214944
2017-01-18,2271.889892578125,2272.010009765625,2263.35009765625,2269.139892578125,3317670000.0,0.0017622004698093,0.0416994436946057
2017-01-19,2263.68994140625,2274.330078125,2258.409912109375,2271.89990234375,3168390000.0,-0.0036158376243193,0.0418387570962642
2017-01-20,2271.31005859375,2276.9599609375,2265.010009765625,2269.9599609375,3536850000.0,0.0033605840612999,0.0500057453039581
2017-01-23,2265.199951171875,2271.780029296875,2257.02001953125,2267.780029296875,3155240000.0,-0.0026937496460698,0.0502640255786126
2017-01-24,2280.070068359375,2284.6298828125,2266.679931640625,2267.8798828125,3816950000.0,0.0065431405289623,0.0672581287753681
2017-01-25,2298.3701171875,2299.550048828125,2288.8798828125,2288.8798828125,3849340000.0,0.0079940527959686,0.0838064390522372
2017-02-02,2280.85009765625,2283.969970703125,2271.64990234375,2276.68994140625,3809760000.0,0.000570146838691,0.0425393723953877
2017-02-03,2297.419921875,2298.31005859375,2287.8798828125,2288.5400390625,3605970000.0,0.0072384968545536,0.0751539528006785
2017-02-06,2292.56005859375,2296.179931640625,2288.570068359375,2294.280029296875,3112390000.0,-0.0021175975137091,0.0577222649923839
2017-02-07,2293.080078125,2299.39990234375,2290.159912109375,2295.8701171875,3452460000.0,0.0002268034638457,0.0559097186068524
2017-02-08,2294.669921875,2295.909912109375,2285.3798828125,2289.550048828125,3611950000.0,0.0006930821486096,0.0555585336284087
2017-02-09,2307.8701171875,2311.080078125,2296.610107421875,2296.699951171875,3681600000.0,0.0057360637359602,0.0627873675664416
2017-02-10,2316.10009765625,2319.22998046875,2311.10009765625,2312.27001953125,3496600000.0,0.003559706822009,0.0485888650783957
2017-02-13,2328.25,2331.580078125,2321.419921875,2321.719970703125,3352370000.0,0.0052321335840112,0.0402803889013231
2017-02-14,2337.580078125,2337.580078125,2322.169921875,2326.1201171875,3528040000.0,0.0039993271956725,0.0312893481106446
2017-02-15,2349.25,2351.300048828125,2334.81005859375,2335.580078125,3785870000.0,0.0049798886657344,0.0142564496681375
2017-02-16,2347.219970703125,2351.31005859375,2338.8701171875,2349.639892578125,3675900000.0,-0.0008644916015501,0.0392244952472966
2017-02-17,2351.159912109375,2351.159912109375,2339.580078125,2343.010009765625,3516830000.0,0.0016771493272371,0.0409251064963994
2017-02-20,2351.159912109375,2351.159912109375,2339.580078125,2343.010009765625,3516830000.0,0.0016771493272371,0.0409251064963994
2017-02-21,2365.3798828125,2366.7099609375,2354.909912109375,2354.909912109375,3587520000.0,0.0060298500200691,0.0439409907772328
2017-02-22,2362.820068359375,2365.1298828125,2358.340087890625,2361.110107421875,3473170000.0,-0.001082786146804,0.051940905844791
2017-02-23,2363.81005859375,2368.260009765625,2355.090087890625,2367.5,4021770000.0,0.0004188989712592,0.046030666005239
2017-02-24,2367.340087890625,2367.340087890625,2352.8701171875,2355.72998046875,3832410000.0,0.0014922502320316,0.0421319067148028
2017-02-27,2369.75,2371.5400390625,2361.8701171875,2365.22998046875,3584680000.0,0.0010174652677336,0.0424207261585331
2017-02-28,2363.639892578125,2367.7900390625,2358.9599609375,2366.080078125,4212460000.0,-0.0025817061151949,0.0265237942333109
2017-03-01,2395.9599609375,2400.97998046875,2380.1298828125,2380.1298828125,4347630000.0,0.0135812110837253,0.0990579216881865
2017-03-02,2381.919921875,2394.75,2380.169921875,2394.75,3824030000.0,-0.0058771169721052,0.1169950288591357
2017-03-03,2383.1201171875,2383.889892578125,2375.389892578125,2380.919921875,3556670000.0,0.0005037503685347,0.1172234626464431
2017-03-06,2375.31005859375,2378.800048828125,2367.97998046875,2375.22998046875,3251800000.0,-0.0032826227635658,0.1218274025476521
2017-03-07,2368.389892578125,2375.1201171875,2365.510009765625,2370.739990234375,3526300000.0,-0.0029176259020898,0.122379387761465
2017-03-08,2362.97998046875,2373.090087890625,2361.010009765625,2369.81005859375,3814080000.0,-0.0022868279640638,0.0362773545692653
2017-03-09,2364.8701171875,2369.080078125,2354.5400390625,2363.489990234375,3718450000.0,0.0007995756127663,0.0308324937136093
2017-03-10,2372.60009765625,2376.860107421875,2363.0400390625,2372.52001953125,3434400000.0,0.0032633397058585,0.0448239167458168
2017-03-13,2373.469970703125,2374.419921875,2368.52001953125,2371.56005859375,3166650000.0,0.0003665656191696,0.0397220378499298
2017-03-14,2365.449951171875,2368.550048828125,2358.179931640625,2368.550048828125,3173760000.0,-0.003384748980891,0.0418502015011613
2017-03-15,2385.260009765625,2390.010009765625,2368.93994140625,2370.340087890625,3909490000.0,0.0083398791246863,0.0686556416167759
2017-03-16,2381.3798828125,2388.10009765625,2377.179931640625,2387.7099609375,3368880000.0,-0.0016280347991836,0.0730763755613682
2017-03-17,2378.25,2385.7099609375,2377.639892578125,2383.7099609375,5179820000.0,-0.0013151792642314,0.0729162124056399
2017-03-20,2373.469970703125,2379.550048828125,2369.659912109375,2378.239990234375,3061560000.0,-0.0020119160803802,0.0750639787421818
2017-03-21,2344.02001953125,2381.929931640625,2341.89990234375,2379.320068359375,4278890000.0,-0.0124855945901021,0.1170056170300881
2017-03-22,2348.449951171875,2351.81005859375,2336.449951171875,2343.0,3575160000.0,0.0018881028474626,0.0867691782847396
2017-03-23,2345.9599609375,2358.919921875,2342.1298828125,2345.969970703125,3262400000.0,-0.00106083214483,0.0874703081353746
2017-03-24,2343.97998046875,2356.219970703125,2335.739990234375,2350.419921875,2978530000.0,-0.0008443522139384,0.0881022419688773
2017-03-27,2341.590087890625,2344.89990234375,2322.25,2329.110107421875,3242300000.0,-0.0010201075858456,0.0890108385812593
2017-03-28,2358.570068359375,2363.780029296875,2337.6298828125,2339.7900390625,3369120000.0,0.0072253088296239,0.0566779789841769
2017-03-29,2361.1298828125,2363.360107421875,2352.93994140625,2356.5400390625,3107670000.0,0.0010847362038301,0.0563833056377685
2017-03-30,2368.06005859375,2370.419921875,2358.580078125,2361.31005859375,3159680000.0,0.002930810911705,0.0539158573528117
2017-03-31,2362.719970703125,2370.35009765625,2362.60009765625,2364.820068359375,3356740000.0,-0.0022575939382668,0.0590919771112308
2017-04-03,2358.840087890625,2365.8701171875,2344.72998046875,2362.340087890625,3418730000.0,-0.0016434753080133,0.0609644352070043
2017-04-04,2360.159912109375,2360.530029296875,2350.719970703125,2354.760009765625,3208340000.0,0.0005593660746613,0.0334742559433902
2017-04-05,2352.949951171875,2378.360107421875,2350.52001953125,2366.590087890625,3780650000.0,-0.0030595368115221,0.0386017264769825
2017-04-07,2355.5400390625,2363.760009765625,2350.739990234375,2356.590087890625,3054700000.0,-0.0008274724629448,0.0306615139069024
2017-04-10,2357.159912109375,2366.3701171875,2351.5,2357.159912109375,2792570000.0,0.0006874501357832,0.0301670437518349
2017-04-11,2353.780029296875,2355.219970703125,2337.25,2353.919921875,3120900000.0,-0.0014349082919582,0.0305635704742215
2017-04-12,2344.929931640625,2352.719970703125,2341.179931640625,2352.14990234375,3201300000.0,-0.0037670374189869,0.0344070149464657
2017-04-13,2328.949951171875,2348.260009765625,2328.949951171875,2341.97998046875,3146380000.0,-0.0068380202898042,0.0466173846824956
2017-04-14,2328.949951171875,2348.260009765625,2328.949951171875,2341.97998046875,3146380000.0,-0.0068380202898042,0.0466173846824956
2017-04-17,2349.010009765625,2349.139892578125,2332.510009765625,2332.6201171875,2826890000.0,0.0085764656911072,0.092391515996595
2017-04-18,2342.18994140625,2348.35009765625,2334.5400390625,2342.530029296875,3272210000.0,-0.0029076028458332,0.092869188725294
2017-04-19,2338.169921875,2352.6298828125,2335.050048828125,2346.7900390625,3521160000.0,-0.0017178253968685,0.0929217329692343
2017-04-20,2355.840087890625,2361.3701171875,2340.909912109375,2342.68994140625,3648990000.0,0.0075288503629738,0.1076935214872178
2017-04-21,2348.68994140625,2356.179931640625,2344.510009765625,2354.739990234375,3524160000.0,-0.0030396881071153,0.0927799255756435
2017-04-24,2374.14990234375,2376.97998046875,2369.18994140625,2370.330078125,3711170000.0,0.0107817365881118,0.1037654437332449
2017-04-25,2388.610107421875,2392.47998046875,2381.14990234375,2381.510009765625,4005820000.0,0.0060722142117511,0.0955644918090534
2017-04-26,2387.449951171875,2398.159912109375,2386.780029296875,2388.97998046875,4111350000.0,-0.0004858214756873,0.0912858812770438
2017-04-27,2388.77001953125,2392.10009765625,2382.679931640625,2389.699951171875,4099940000.0,0.0005527670002992,0.0885141970161022
2017-04-28,2384.199951171875,2393.679931640625,2382.360107421875,2393.679931640625,3721350000.0,-0.00191497947149,0.0841089948145544
2017-05-03,2388.1298828125,2389.820068359375,2379.75,2386.5,3896760000.0,-0.0012721693958273,0.0250780758171688
2017-05-04,2389.52001953125,2391.429931640625,2380.35009765625,2389.7900390625,4367860000.0,0.0005819332878695,0.0251152316685298
2017-05-05,2399.2900390625,2399.2900390625,2389.3798828125,2392.3701171875,3543240000.0,0.0040803594074783,0.0307949556658437
2017-05-08,2399.3798828125,2401.360107421875,2393.919921875,2399.93994140625,3429990000.0,3.7445271907879016e-05,0.0315086266538077
2017-05-09,2396.919921875,2403.8701171875,2392.43994140625,2401.580078125,3657840000.0,-0.0010257745567932,0.0341452203872372
2017-05-10,2399.6298828125,2399.739990234375,2392.7900390625,2396.7900390625,3649370000.0,0.0011299627174494,0.0304348610606093
2017-05-11,2394.43994140625,2395.719970703125,2381.739990234375,2394.840087890625,3727710000.0,-0.0021651513741066,0.0379177543664109
2017-05-12,2390.89990234375,2392.43994140625,2387.18994140625,2392.43994140625,3304620000.0,-0.0014795353407942,0.0206262645848948
2017-05-15,2402.320068359375,2404.050048828125,2393.93994140625,2393.97998046875,3490080000.0,0.0047651423030152,0.0446272518401373
2017-05-16,2400.669921875,2405.77001953125,2396.050048828125,2404.550048828125,3421810000.0,-0.000687133036986,0.0440811973148799
2017-05-17,2357.030029296875,2384.8701171875,2356.2099609375,2382.949951171875,4164760000.0,-0.018345468171115,0.1380358629440732
2017-05-18,2365.719970703125,2375.739990234375,2352.719970703125,2354.68994140625,4319440000.0,0.0036800386272159,0.1477149103478765
2017-05-19,2381.72998046875,2389.06005859375,2370.429931640625,2371.3701171875,3831700000.0,0.0067447032082007,0.161852917206917
2017-05-22,2394.02001953125,2395.4599609375,2386.919921875,2387.2099609375,3176580000.0,0.0051468632960084,0.1626956159932878
2017-05-23,2398.419921875,2400.85009765625,2393.8798828125,2397.0400390625,3216560000.0,0.0018361851723804,0.1636837737459819
2017-05-24,2404.389892578125,2405.580078125,2397.989990234375,2401.409912109375,3389240000.0,0.0024860338045762,0.0316725275139202
2017-05-25,2415.070068359375,2418.7099609375,2408.010009765625,2409.5400390625,3538210000.0,0.0044321120419781,0.0316756736041339
2017-05-26,2415.820068359375,2416.679931640625,2412.199951171875,2414.5,2806930000.0,0.0003105017853024,0.0311356014354733
2017-05-29,2415.820068359375,2416.679931640625,2412.199951171875,2414.5,2806930000.0,0.0003105017853024,0.0311356014354733
2017-05-30,2412.909912109375,2415.260009765625,2409.429931640625,2411.669921875,3205860000.0,-0.0012053507295338,0.0340382795897193
2017-05-31,2411.800048828125,2415.989990234375,2403.590087890625,2415.6298828125,4518040000.0,-0.0004600746199513,0.036713590415252
2017-06-01,2430.06005859375,2430.06005859375,2413.5400390625,2415.64990234375,3860620000.0,0.0075425955848472,0.0592585794534958
2017-06-02,2439.070068359375,2440.22998046875,2427.7099609375,2431.280029296875,3465500000.0,0.003700874618046,0.0576703089608161
2017-06-05,2436.10009765625,2439.550048828125,2434.320068359375,2437.830078125,2916720000.0,-0.0012184071404286,0.0613583959688828
2017-06-06,2429.330078125,2436.2099609375,2428.1201171875,2431.919921875,3376750000.0,-0.002782908666204,0.0667997447870821
2017-06-07,2433.139892578125,2435.280029296875,2424.75,2432.030029296875,3576220000.0,0.0015670287963475,0.0648486544220859
2017-06-08,2433.7900390625,2439.27001953125,2427.93994140625,2434.27001953125,3735980000.0,0.0002671690356647,0.0396720167169996
2017-06-09,2431.77001953125,2446.199951171875,2415.699951171875,2436.389892578125,4029860000.0,-0.0008303338661872,0.0259009585922664
2017-06-12,2429.389892578125,2430.3798828125,2419.969970703125,2425.8798828125,4031840000.0,-0.0009792424797181,0.0255947577081352
2017-06-13,2440.35009765625,2441.489990234375,2431.280029296875,2434.14990234375,3278240000.0,0.0045013588432301,0.0357975085002977
2017-06-14,2437.919921875,2443.75,2428.340087890625,2443.75,3558640000.0,-0.0009963269653176,0.0374014567144989
2017-06-15,2432.4599609375,2433.949951171875,2418.530029296875,2424.139892578125,3371980000.0,-0.0022421097968403,0.0419028069303545
2017-06-16,2433.14990234375,2433.14990234375,2422.8798828125,2431.239990234375,5299380000.0,0.0002835991500596,0.041438956597222
2017-06-19,2453.4599609375,2453.820068359375,2441.7900390625,2442.550048828125,3271480000.0,0.0083125832068939,0.0692049508097932
2017-06-20,2437.030029296875,2450.659912109375,2436.60009765625,2450.659912109375,3422700000.0,-0.0067191604469316,0.0869394271155201
2017-06-21,2435.610107421875,2442.22998046875,2430.739990234375,2439.31005859375,3599190000.0,-0.0005828141932715,0.0867718701167978
2017-06-22,2434.5,2441.6201171875,2433.27001953125,2437.39990234375,3477250000.0,-0.000455885972438,0.08501889538456
2017-06-23,2438.300048828125,2441.39990234375,2431.110107421875,2434.64990234375,5282460000.0,0.001559698555409,0.085609149129013
2017-06-26,2439.070068359375,2450.419921875,2437.030029296875,2443.320068359375,3243660000.0,0.0003157519397323,0.0510127937834472
2017-06-27,2419.3798828125,2440.14990234375,2419.3798828125,2436.340087890625,3564770000.0,-0.0081055865756729,0.0605593234684055
2017-06-28,2440.68994140625,2442.969970703125,2428.02001953125,2428.699951171875,3479980000.0,0.008769501646551,0.0954045727293675
2017-06-29,2419.699951171875,2442.72998046875,2405.699951171875,2442.3798828125,3869560000.0,-0.0086372168441413,0.1156503953123739
2017-06-30,2423.409912109375,2432.7099609375,2421.64990234375,2429.199951171875,3366030000.0,0.0015320576108735,0.1156087060697025
2017-07-03,2429.010009765625,2439.169921875,2428.68994140625,2431.389892578125,1901480000.0,0.0023081679791475,0.118119722248233
2017-07-04,2429.010009765625,2439.169921875,2428.68994140625,2431.389892578125,1901480000.0,0.0023081679791475,0.118119722248233
2017-07-05,2432.5400390625,2434.89990234375,2422.050048828125,2430.780029296875,3368150000.0,0.0014522240362887,0.0989466874035648
2017-07-06,2409.75,2424.280029296875,2407.699951171875,2423.43994140625,3368710000.0,-0.0094129873068661,0.0940615091239432
2017-07-07,2425.179931640625,2426.919921875,2413.52001953125,2413.52001953125,2929390000.0,0.0063827125696158,0.0932766337946784
2017-07-10,2427.429931640625,2432.0,2422.27001953125,2424.510009765625,3009880000.0,0.0009273361035125,0.0929338439057514
2017-07-11,2425.530029296875,2429.300048828125,2412.7900390625,2427.35009765625,3108800000.0,-0.0007829870660821,0.0913695583681918
2017-07-12,2443.25,2445.760009765625,2435.75,2435.75,3176900000.0,0.0072790509478214,0.1064719951269103
2017-07-13,2447.830078125,2449.320068359375,2441.68994140625,2444.989990234375,3068510000.0,0.001872829473473,0.0558651138935118
2017-07-14,2459.27001953125,2463.5400390625,2446.68994140625,2449.159912109375,2738460000.0,0.0046626161700092,0.0506588410950364
2017-07-17,2459.139892578125,2462.820068359375,2457.159912109375,2459.5,2800580000.0,-5.291423670686425e-05,0.0533387858224061
2017-07-18,2460.610107421875,2460.919921875,2450.340087890625,2455.8798828125,2974090000.0,0.0005976786981109,0.0485111081907058
2017-07-19,2473.830078125,2473.830078125,2463.85009765625,2463.85009765625,3063810000.0,0.0053582582160534,0.03837506877705
2017-07-20,2473.449951171875,2477.6201171875,2468.429931640625,2475.56005859375,3223820000.0,-0.000153671088607,0.0428558358102958
2017-07-21,2472.5400390625,2472.5400390625,2465.06005859375,2467.39990234375,3066880000.0,-0.0003679393292088,0.0384264960897173
2017-07-24,2469.909912109375,2473.10009765625,2466.320068359375,2472.0400390625,3019920000.0,-0.0010643009954088,0.0408906933020587
2017-07-25,2477.1298828125,2481.239990234375,2474.909912109375,2477.8798828125,4116360000.0,0.002918907519898,0.043160058900285
2017-07-26,2477.830078125,2481.68994140625,2474.93994140625,2479.969970703125,3597830000.0,0.0002826240061194,0.0242957547620325
2017-07-27,2475.419921875,2484.0400390625,2459.929931640625,2482.760009765625,4035740000.0,-0.0009731616373937,0.0259492278948521
2017-07-28,2472.10009765625,2473.530029296875,2464.659912109375,2469.1201171875,3302850000.0,-0.001342015678116,0.0280336243353868
2017-07-31,2470.300048828125,2477.9599609375,2468.530029296875,2475.93994140625,3475930000.0,-0.0007284108345598,0.0273501925666956
2017-08-01,2476.35009765625,2478.510009765625,2471.139892578125,2477.10009765625,3470260000.0,0.0024461207749384,0.0242342312403091
2017-08-02,2477.570068359375,2480.3798828125,2466.47998046875,2480.3798828125,3487150000.0,0.0004925274073474,0.0244675036614814
2017-08-03,2472.159912109375,2476.030029296875,2468.85009765625,2476.030029296875,3662410000.0,-0.0021860418349456,0.0286062061040445
2017-08-04,2476.830078125,2480.0,2472.080078125,2476.8798828125,3239980000.0,0.0018873214175395,0.030084866743269
2017-08-07,2480.909912109375,2480.949951171875,2475.8798828125,2477.139892578125,2935130000.0,0.0016458446442804,0.0292733917020296
2017-08-08,2474.919921875,2490.8701171875,2470.320068359375,2478.35009765625,3347480000.0,-0.0024173522303853,0.0327924772547161
2017-08-09,2474.02001953125,2474.409912109375,2462.080078125,2465.35009765625,3310960000.0,-0.0003636747927123,0.0323526611694308
2017-08-10,2438.2099609375,2465.3798828125,2437.75,2465.3798828125,3635820000.0,-0.0145802184007415,0.1084201724592593
2017-08-11,2441.320068359375,2448.090087890625,2437.85009765625,2441.0400390625,3161830000.0,0.0012747571279871,0.1068396813648711
2017-08-14,2465.840087890625,2468.219970703125,2454.9599609375,2454.9599609375,2824320000.0,0.0099936512460494,0.1403418182818394
2017-08-15,2464.610107421875,2468.89990234375,2461.610107421875,2468.659912109375,2922430000.0,-0.0004989323268834,0.1399697948981547
2017-08-16,2468.110107421875,2474.929931640625,2463.860107421875,2468.6298828125,2956570000.0,0.0014190955233323,0.140916909719265
2017-08-17,2430.010009765625,2465.02001953125,2430.010009765625,2462.949951171875,3164950000.0,-0.0155573424871914,0.1471118185357853
2017-08-18,2425.550048828125,2440.27001953125,2420.68994140625,2427.639892578125,3426970000.0,-0.0018370536613519,0.1461709294119535
2017-08-21,2428.3701171875,2430.580078125,2417.35009765625,2425.5,2803650000.0,0.0011619757145661,0.112844634578609
2017-08-22,2452.510009765625,2454.77001953125,2433.669921875,2433.75,2780990000.0,0.009891695260625,0.1467363718627238
2017-08-23,2444.0400390625,2448.909912109375,2441.419921875,2444.8798828125,2796950000.0,-0.003459570132639,0.1457866269781048
2017-08-24,2438.969970703125,2450.389892578125,2436.18994140625,2447.909912109375,2849680000.0,-0.0020766167471384,0.0855393101623312
2017-08-25,2443.050048828125,2453.9599609375,2442.219970703125,2444.719970703125,2593350000.0,0.0016714716689374,0.0824613018853267
2017-08-28,2444.239990234375,2449.1201171875,2439.030029296875,2447.35009765625,2682920000.0,0.000486953473296,0.0827423120169897
2017-08-29,2446.300048828125,2449.18994140625,2428.199951171875,2431.93994140625,2739460000.0,0.0008424667620097,0.034356584926124
2017-08-30,2457.590087890625,2460.31005859375,2443.77001953125,2446.06005859375,2637780000.0,0.004604531788061,0.0381823993543505
2017-08-31,2471.64990234375,2475.010009765625,2462.64990234375,2462.64990234375,3353860000.0,0.0057046735847135,0.037274655430208
2017-09-01,2476.550048828125,2480.3798828125,2473.85009765625,2474.419921875,2712780000.0,0.0019805780423351,0.0368189656259733
2017-09-05,2457.85009765625,2471.969970703125,2446.550048828125,2470.35009765625,3502190000.0,-0.0075794585521449,0.0831174687829928
2017-09-06,2465.5400390625,2469.639892578125,2459.199951171875,2463.830078125,3400200000.0,0.0031238424931441,0.0842244942551621
2017-09-07,2465.10009765625,2468.6201171875,2460.2900390625,2468.06005859375,3365780000.0,-0.0001784520448537,0.0801004114801814
2017-09-08,2461.429931640625,2467.110107421875,2459.39990234375,2462.25,3308360000.0,-0.0014899601434577,0.0663829060254432
2017-09-11,2488.110107421875,2488.949951171875,2474.52001953125,2474.52001953125,3293460000.0,0.010780975197147,0.1068881450084162
2017-09-12,2496.47998046875,2496.77001953125,2490.3701171875,2491.93994140625,3234280000.0,0.0033583025948831,0.0756661613321268
2017-09-13,2498.3701171875,2498.3701171875,2492.139892578125,2493.889892578125,3371370000.0,0.0007568342480825,0.0775002181421124
2017-09-14,2495.6201171875,2498.429931640625,2491.35009765625,2494.56005859375,3422470000.0,-0.0011013238508279,0.0798598028831748
2017-09-15,2500.22998046875,2500.22998046875,2493.159912109375,2495.669921875,4862970000.0,0.0018454775461593,0.0726488747590186
2017-09-18,2503.8701171875,2508.320068359375,2499.919921875,2502.510009765625,3204700000.0,0.0014548619291293,0.0258571990359014
2017-09-19,2506.64990234375,2507.840087890625,2503.18994140625,2506.2900390625,3253760000.0,0.0011095796167313,0.01815835968068
2017-09-20,2508.239990234375,2508.85009765625,2496.669921875,2506.840087890625,3584570000.0,0.0006341467023094,0.0182031379812597
2017-09-21,2500.60009765625,2507.159912109375,2499.0,2507.159912109375,2965590000.0,-0.0030505659469148,0.0314167538414955
2017-09-22,2502.219970703125,2503.469970703125,2496.5400390625,2497.260009765625,2877980000.0,0.000647583995167,0.0289993978017636
2017-09-25,2496.659912109375,2502.5400390625,2488.030029296875,2499.389892578125,3314530000.0,-0.0022245226998538,0.0303737586987237
2017-09-26,2496.840087890625,2503.510009765625,2495.1201171875,2501.0400390625,3070770000.0,7.216412589487934e-05,0.0275023459242428
2017-09-27,2507.0400390625,2511.75,2495.909912109375,2503.300048828125,3485070000.0,0.0040768224019879,0.0443732332049544
2017-09-28,2510.06005859375,2510.81005859375,2502.929931640625,2503.409912109375,3173030000.0,0.001203890628938,0.0360174403595621
2017-09-29,2519.360107421875,2519.43994140625,2507.989990234375,2509.9599609375,3220260000.0,0.0036982630684988,0.0415325113687111
2017-10-02,2529.1201171875,2529.22998046875,2520.39990234375,2521.199951171875,3226370000.0,0.0038665188297123,0.028978016993887
2017-10-03,2534.580078125,2535.1298828125,2528.85009765625,2530.340087890625,3073480000.0,0.0021565111846609,0.019978328513446
2017-10-04,2537.739990234375,2540.530029296875,2531.800048828125,2533.47998046875,3020770000.0,0.0012459436611136,0.0204715274308133
2017-10-05,2552.070068359375,2552.510009765625,2540.02001953125,2540.860107421875,3059730000.0,0.0056309040312927,0.026843246495422
2017-10-06,2549.330078125,2549.409912109375,2543.7900390625,2547.43994140625,2898270000.0,-0.0010742111652397,0.0405069229355308
2017-10-09,2544.72998046875,2551.820068359375,2541.60009765625,2551.389892578125,2486940000.0,-0.0018060638680135,0.0467919157725869
2017-10-10,2550.639892578125,2555.22998046875,2544.860107421875,2549.989990234375,2962610000.0,0.002319719630478,0.0470092142422278
2017-10-11,2555.239990234375,2555.239990234375,2547.949951171875,2550.6201171875,2991320000.0,0.0018018829296635,0.0471617472287206
2017-10-12,2550.929931640625,2555.330078125,2548.31005859375,2552.8798828125,3157280000.0,-0.0016881771203513,0.0316035145733486
2017-10-13,2553.169921875,2557.64990234375,2552.090087890625,2555.659912109375,3150470000.0,0.0008777220048463,0.0307992357746946
2017-10-16,2557.639892578125,2559.469970703125,2552.639892578125,2555.570068359375,2918030000.0,0.0017492225323057,0.0253328122312372
2017-10-17,2559.360107421875,2559.7099609375,2554.68994140625,2557.169921875,2901890000.0,0.0006723529054339,0.022518927558858
2017-10-18,2561.260009765625,2564.110107421875,2559.669921875,2562.8701171875,2999320000.0,0.0007420595113295,0.0203530399348486
2017-10-19,2562.10009765625,2562.360107421875,2547.919921875,2553.389892578125,3019520000.0,0.0003279441150104,0.0084085273323422
2017-10-20,2575.2099609375,2575.43994140625,2567.56005859375,2567.56005859375,3394450000.0,0.0051037961850303,0.0311911639581196
2017-10-23,2564.97998046875,2578.2900390625,2564.330078125,2578.080078125,3214470000.0,-0.0039803953129971,0.0510458786017729
2017-10-24,2569.1298828125,2572.179931640625,2565.580078125,2568.659912109375,3435660000.0,0.001616600874558,0.0515986539455634
2017-10-25,2557.14990234375,2567.39990234375,2544.0,2566.52001953125,3885470000.0,-0.0046739556872599,0.0644548205244116
