time,close,high,low,open,volume,fx_log_ret
2021-03-24,23070.0,23081.0,22748.017578125,23070.0,0.0,-0.0002600442089806
2021-03-25,23080.0,23085.0,22742.6328125,23080.0,0.0,0.0004333694542365
2021-03-26,23084.0,23090.0,22742.791015625,23090.0,0.0,0.000173295208821
2021-03-29,23084.0,23084.0,22744.1953125,23084.0,0.0,0.0
2021-03-30,23070.0,23070.0,22733.43359375,23070.0,0.0,-0.0006066646630577
2021-03-31,23070.0,23075.0,22729.578125,23070.0,0.0,0.0
2021-04-01,23074.0,23076.0,22731.978515625,22740.62109375,0.0,0.0001733703194356
2021-04-02,23065.0,23074.0,22662.36328125,23065.0,0.0,-0.000390125495314
2021-04-05,23073.0,23081.0,22703.830078125,23073.0,0.0,0.0003467857332426
2021-04-06,23079.0,23092.0,22752.48828125,23079.0,0.0,0.0002600104018809
2021-04-07,23090.0,23092.0,22628.302734375,23090.0,0.0,0.0004765102214967
2021-04-08,23090.0,23088.0,22746.73828125,22805.6640625,0.0,0.0
2021-04-09,23085.0,23073.0,22640.43359375,22640.43359375,0.0,-0.0002165674074517
2021-04-12,22697.6328125,23070.0,22736.9296875,23065.0,0.0,-0.0169224182969423
2021-04-13,23067.0,23071.0,22733.884765625,23067.0,0.0,0.0161423870561436
2021-04-14,23069.0,23078.0,22744.802734375,23075.0,0.0,8.670019079466623e-05
2021-04-15,23078.0,23073.0,22732.173828125,23073.0,0.0,0.0003900578635278
2021-04-16,23073.0,23073.0,23060.0,23073.0,0.0,-0.0002166800294495
2021-04-19,22747.548828125,23073.0,22737.0859375,22775.5859375,0.0,-0.0142057069695305
2021-04-20,23073.0,23075.0,22734.474609375,23073.0,0.0,0.0142057069695305
2021-04-22,23074.0,23072.0,22733.91015625,23068.0,0.0,0.0
2021-04-23,23070.0,23070.0,22745.033203125,23062.0,0.0,-0.0001733703194356
2021-04-26,22664.841796875,23070.0,22651.080078125,22651.080078125,0.0,-0.0177181678800827
2021-04-27,23040.0,23050.0,22718.8828125,22735.306640625,0.0,0.016416931522111
2021-04-28,23042.0,23047.0,22722.92578125,22722.92578125,0.0,8.680178817140532e-05
2021-04-29,23047.0,23060.0,22576.287109375,22576.287109375,0.0,0.0002169715124917
2021-05-04,23054.0,23068.0,22726.556640625,22726.556640625,0.0,0.0094558086124389
2021-05-05,23050.0,23067.0,22717.857421875,23050.0,0.0,-0.0001735207361633
2021-05-06,23060.0,23067.0,22738.2578125,23060.0,0.0,0.0004337453982553
2021-05-07,23067.0,23067.0,22729.7578125,23067.0,0.0,0.0003035098772404
2021-05-10,22562.2265625,23062.0,22736.279296875,23060.0,0.0,-0.0221259078120641
2021-05-11,23060.0,23060.0,22801.615234375,23060.0,0.0,0.0218223979348237
2021-05-12,23055.0,23058.0,22721.912109375,22763.41015625,0.0,-0.0002168491822441
2021-05-13,23053.0,23040.0,23023.0,23023.0,0.0,-8.675284121000649e-05
2021-05-14,23040.0,23050.0,22707.041015625,23040.0,0.0,-0.0005640769897684
2021-05-17,23048.0,23053.0,22722.302734375,23048.0,0.0,0.0003471619545369
2021-05-18,23046.0,23046.0,22713.236328125,23046.0,0.0,-8.67791904046657e-05
2021-05-19,23040.0,23048.0,22723.697265625,23042.0,0.0,-0.0002603827641322
2021-05-20,23045.0,23050.0,22711.84765625,23045.0,0.0,0.000216990344781
2021-05-21,23045.0,23055.0,22732.072265625,23050.0,0.0,0.0
2021-05-24,23054.0,23056.0,22732.5390625,23054.0,0.0,0.0003904640063491
2021-05-25,23056.0,23060.0,22715.1484375,22715.1484375,0.0,8.674907834534348e-05
2021-05-26,23060.0,23060.0,22740.060546875,22740.060546875,0.0,0.0001734755837466
2021-05-27,23055.0,23059.0,22728.31640625,23055.0,0.0,-0.0002168491822441
2021-05-28,23045.0,23049.0,22712.06640625,23045.0,0.0,-0.0004338394861973
2021-05-31,23045.0,23048.0,22724.30859375,23045.0,0.0,0.0
