time,day,n10d,gprd,gprd_act,gprd_threat,gprd_ma30,gprd_ma7,event,var_name,var_label,gpr_log
2025-07-16,20250716,540,177.89715576171875,134.54104614257812,244.84478759765625,184.38136291503903,128.3445587158203,Russia / Ukraine Tensions,,,4.901869328266487
2025-07-17,20250717,577,155.00750732421875,160.25372314453125,162.31045532226562,179.77484130859375,129.62322998046875,Russia / Ukraine Tensions,,,5.076758328882098
2025-07-18,20250718,615,140.04351806640625,107.3941879272461,179.1547088623047,173.75062561035156,130.4122314453125,Russia / Ukraine Tensions,,,4.676506064476785
2025-07-21,20250721,482,144.323486328125,95.91950225830078,171.442138671875,161.92327880859375,133.00271606445312,Russia / Ukraine Tensions,,,4.56350932157215
2025-07-22,20250722,475,118.55506134033205,83.42832946777344,162.37075805664062,157.8861541748047,126.14576721191406,Russia / Ukraine Tensions,,,4.423987933553664
2025-07-23,20250723,533,142.94383239746094,123.91637420654295,144.70188903808594,144.6455078125,121.15243530273438,Russia / Ukraine Tensions,,,4.819606936533872
2025-07-24,20250724,548,199.4794464111328,132.5769500732422,261.37628173828125,139.57080078125,127.5055694580078,Russia / Ukraine Tensions,,,4.887163232122951
2025-07-25,20250725,566,122.90444946289062,105.0224151611328,145.99844360351562,132.718505859375,125.05712890625,Russia / Ukraine Tensions,,,4.654173805099471
2025-07-28,20250728,489,142.25750732421875,175.58621215820312,135.19036865234375,127.43219757080078,143.25726318359375,Russia / Ukraine Tensions,,,5.168130159657022
2025-07-29,20250729,522,126.91829681396484,88.56934356689453,158.3048095703125,128.4832000732422,144.45201110839844,Russia / Ukraine Tensions,,,4.483785788332973
2025-07-30,20250730,514,219.11924743652344,269.84356689453125,257.2299194335937,130.8654022216797,155.33421325683594,Russia / Ukraine Tensions,,,5.597842409219734
2025-07-31,20250731,563,176.5133819580078,164.2387237548828,176.13168334960938,130.4337158203125,152.0533447265625,Russia / Ukraine Tensions,,,5.101321002069691
2025-08-01,20250801,555,179.05772399902344,107.10393524169922,238.22735595703125,133.20753479003906,160.0752410888672,Russia / Ukraine Tensions,,,4.673799720398647
2025-08-04,20250804,492,127.9243621826172,120.8184585571289,134.36602783203125,132.43421936035156,147.56585693359375,Russia / Ukraine Tensions,,,4.794289076452822
2025-08-05,20250805,505,163.98849487304688,117.7082748413086,207.26959228515625,136.27670288085938,152.86160278320312,Russia / Ukraine Tensions,,,4.768209316309076
2025-08-06,20250806,521,133.52000427246094,114.09344482421876,158.60865783691406,136.87554931640625,140.63314819335938,Russia / Ukraine Tensions,,,4.737017804071451
2025-08-07,20250807,533,149.1587677001953,136.30799865722656,144.70188903808594,136.79014587402344,136.725341796875,Russia / Ukraine Tensions,,,4.914917021186261
2025-08-08,20250808,548,175.30010986328125,132.5769500732422,201.0586700439453,138.09031677246094,136.18853759765625,Russia / Ukraine Tensions,,,4.887163232122951
2025-08-11,20250811,487,176.85165405273438,189.8694000244141,192.3062286376953,137.84278869628906,145.4552001953125,Russia / Ukraine Tensions,,,5.246336467522033
2025-08-12,20250812,520,140.1470947265625,101.6114273071289,211.88491821289065,141.0914306640625,142.04928588867188,Russia / Ukraine Tensions,,,4.621156002315075
2025-08-13,20250813,520,159.25807189941406,165.11856079101562,190.6964263916016,142.81240844726562,145.7261505126953,Russia / Ukraine Tensions,,,5.106663766115529
2025-08-14,20250814,516,173.33203125,166.3985595703125,202.85104370117188,143.03836059570312,149.17947387695312,Russia / Ukraine Tensions,,,5.114385871921231
2025-08-15,20250815,524,139.0772705078125,88.23129272460938,168.21397399902344,141.74435424804688,144.00477600097656,Russia / Ukraine Tensions,,,4.4799616928846895
2025-08-18,20250818,443,224.327392578125,223.6368865966797,236.27798461914065,145.9282684326172,155.81463623046875,Russia / Ukraine Tensions,,,5.410023694565742
2025-08-19,20250819,513,135.60218811035156,167.37164306640625,107.3880615234375,147.4858856201172,155.16537475585938,Russia / Ukraine Tensions,,,5.120216747448181
2025-08-20,20250820,511,155.58047485351562,116.32618713378906,183.27423095703125,147.86111450195312,154.63999938964844,Russia / Ukraine Tensions,,,4.756398202998123
2025-08-21,20250821,515,122.21123504638672,115.42268371582033,128.36521911621094,147.9829864501953,147.33702087402344,Russia / Ukraine Tensions,,,4.748600900752412
2025-08-22,20250822,507,104.53862762451172,52.10842514038086,141.25660705566406,146.7028045654297,142.40293884277344,Russia / Ukraine Tensions,,,3.953326646633324
2025-08-25,20250825,452,131.91641235351562,146.12261962890625,121.88069915771484,142.76560974121094,120.89273834228516,Russia / Ukraine Tensions,,,4.984446129694836
2025-08-26,20250826,457,108.72760772705078,101.16673278808594,96.43777465820312,141.3028106689453,117.0535125732422,Russia / Ukraine Tensions,,,4.616769975420217
2025-08-27,20250827,514,186.8958435058593,154.19631958007812,203.64035034179688,142.79075622558594,121.52713775634766,Russia / Ukraine Tensions,,,5.038226593010912
2025-08-28,20250828,525,170.36062622070312,150.96554565429688,188.8802490234375,144.23883056640625,128.40562438964844,Russia / Ukraine Tensions,,,5.017051636304314
2025-08-29,20250829,528,175.66647338867188,137.5988006591797,219.10826110839844,142.7904052734375,138.56674194335938,Russia / Ukraine Tensions,,,4.924342209321575
2025-09-03,20250903,530,187.5038299560547,199.38845825195312,187.098373413086,139.8773193359375,135.07969665527344,Russia / Ukraine Tensions,,,5.295254973465092
2025-09-04,20250904,519,114.8867416381836,76.35540771484375,148.60520935058594,138.24058532714844,127.15485382080078,Russia / Ukraine Tensions,,,4.33539885711774
