date,capital,ticker,so_lo,so_co_phieu,gia_hien_tai,so_tien_chi,ty_trong_goc_ppo,ty_trong_thuc_te,used_capital,cash_left,tracking_error
01/07/2026,100000000,VCB,1,100,62540.0,6254000.0,0.0387,0.0625,98927000.0,1073000.0,0.5564
01/07/2026,100000000,VGC,2,200,41300.0,8260000.0,0.0515,0.0826,98927000.0,1073000.0,0.5564
01/07/2026,100000000,VHC,1,100,60000.0,6000000.0,0.058,0.06,98927000.0,1073000.0,0.5564
01/07/2026,100000000,VIX,1,100,17100.0,1710000.0,0.0148,0.0171,98927000.0,1073000.0,0.5564
02/07/2026,100000000,DBC,1,100,18600.0,1860000.0,0.0139,0.0186,99928000.0,72000.0,0.5675
02/07/2026,100000000,DGW,2,200,40200.0,8040000.0,0.0433,0.0804,99928000.0,72000.0,0.5675
02/07/2026,100000000,DXG,3,300,12350.0,3705000.0,0.0212,0.037,99928000.0,72000.0,0.5675
02/07/2026,100000000,EIB,3,300,20900.0,6270000.0,0.044,0.0627,99928000.0,72000.0,0.5675
02/07/2026,100000000,HAG,2,200,15000.0,3000000.0,0.0203,0.03,99928000.0,72000.0,0.5675
02/07/2026,100000000,HDC,3,300,15000.0,4500000.0,0.04,0.045,99928000.0,72000.0,0.5675
02/07/2026,100000000,HDG,1,100,20700.0,2070000.0,0.0113,0.0207,99928000.0,72000.0,0.5675
02/07/2026,100000000,IMP,3,300,42080.0,12624000.0,0.0937,0.1262,99928000.0,72000.0,0.5675
