time,market_regime,market_regime_label,prob_market_0,prob_market_1,prob_market_2
2017-01-05,2,Sideways,1.8084555834579482e-14,3.5965196935945495e-51,0.9999999999999822
2017-01-06,2,Sideways,0.00022413576172393467,7.163774724246435e-07,0.9997751478608039
2017-01-09,2,Sideways,0.00022197501976822256,7.760519935247966e-07,0.9997772489282379
2017-01-10,2,Sideways,0.00021163728315867056,8.048903035045305e-07,0.9997875578265386
2017-01-11,2,Sideways,0.00020158021113762467,8.210226397095986e-07,0.9997975987662234
2017-01-12,2,Sideways,0.0002282149048193951,7.165352239263917e-07,0.9997710685599586
2017-01-13,2,Sideways,0.00018522034021362086,8.367104490914063e-07,0.9998139429493372
2017-01-16,2,Sideways,0.00021094867621013948,8.048734059903969e-07,0.999788246450382
2017-01-17,2,Sideways,0.00017187304564561203,8.426437118412839e-07,0.9998272843106427
2017-01-18,2,Sideways,0.00021759212751280724,7.877350421339822e-07,0.999781620137444
2017-01-19,2,Sideways,0.00022806214647379984,7.328112176404393e-07,0.9997712050423071
2017-01-20,2,Sideways,0.00016546704934436234,4.495228519607871e-07,0.9998340834278056
2017-01-23,2,Sideways,0.00015612401531665365,4.2806670587622303e-07,0.9998434479179836
2017-01-24,2,Sideways,0.0001248028486543991,3.5334844084272724e-07,0.999874843802908
2017-01-25,2,Sideways,6.402741764412874e-05,2.1427237235361577e-07,0.999935758309987
2017-02-02,2,Sideways,0.00041209755120269795,2.2153339084260236e-05,0.9995657491097123
2017-02-03,2,Sideways,0.00018551884420553433,2.1926563305767537e-05,0.9997925545924818
2017-02-06,2,Sideways,0.00028166924839135215,2.2735159688266352e-05,0.9996955955919248
2017-02-07,2,Sideways,0.00030356770580600753,2.2785195800420693e-05,0.9996736470983884
2017-02-08,2,Sideways,0.0003213767625146894,2.2798789896199543e-05,0.9996558244475874
2017-02-09,2,Sideways,0.00021439368157901453,2.228160125989966e-05,0.9997633247171549
2017-02-10,2,Sideways,0.00041893979266868905,2.218066081707579e-05,0.9995588795465186
2017-02-13,2,Sideways,0.00040657188697197833,1.6838842204876318e-05,0.9995765892708204
2017-02-14,2,Sideways,0.00028358140168933786,1.330259254157505e-05,0.9997031160057647
2017-02-15,2,Sideways,0.0002763113997467853,1.31818811962708e-05,0.9997105067190596
2017-02-16,2,Sideways,0.00043608643621892543,1.8131895522495365e-05,0.9995457816682564
2017-02-17,2,Sideways,0.0004695669542987744,2.0681903266654335e-05,0.9995097511424337
2017-02-20,2,Sideways,0.0004696230539416223,2.0850255409605417e-05,0.9995095266906486
2017-02-21,2,Sideways,0.00038209931069098184,2.264119761401369e-05,0.9995952594916891
2017-02-22,2,Sideways,0.0002648378119672403,2.2648961462149805e-05,0.9997125132265712
2017-02-23,2,Sideways,0.00035453371441297987,2.273979222794946e-05,0.9996227264933574
2017-02-24,2,Sideways,0.0004424529519285782,2.1828889877753172e-05,0.9995357181582011
2017-02-27,2,Sideways,0.00040913855029609284,2.2416570057920783e-05,0.9995684448796431
